,scientific_name,taxonomic_id,rank,organism_name_x,genome availability,salinity concentration/range(w/v),halotolerance classification,unnamed: 0_x,metasub_offa,metasub_new_york_city,metasub_rio_de_janeiro,metasub_fairbanks,metasub_porto,metasub_auckland,metasub_hamilton,metasub_sacramento,metasub_santiago,metasub_berlin,metasub_bogota,metasub_tokyo,metasub_ilorin,metasub_denver,metasub_lands_end,metasub_birmingham,metasub_newcastle,metasub_bury,metasub_eden,metasub_edinborough,metasub_jaywick,metasub_eastbourne,metasub_bradford,metasub_bristol,metasub_other_x,metasub_belfast,metasub_swansea,metasub_islington,metasub_kensington,metasub_cairngorm,metasub_pos_control,metasub_neg_control,metasub_london,metasub_kyiv,metasub_singapore,metasub_other_control,metasub_sao paulo,metasub_fukuoka,metasub_san francisco,metasub_taipei,metasub_yamaguchi,metasub_minneapolis,metasub_baltimore,metasub_brisbane,metasub_tsuruoka,metasub_san_francisco,metasub_sendai,metasub_antarctica,metasub_lisbon,metasub_doha,metasub_hong_kong,metasub_oslo,metasub_control_x,metasub_stockholm,metasub_paris,metasub_hanoi,metasub_sao_paulo,metasub_vienna,metasub_sofia,metasub_naples,metasub_marseille,metasub_seoul,metasub_st_louis,metasub_zurich,metasub_kuala_lumpur,metasub_barcelona,unnamed: 0_y,metasub_sub_saharan_africa,metasub_north_america,metasub_south_america,metasub_europe,metasub_oceania,metasub_east_asia,metasub_middle_east,unnamed: 0,metasub_wood,metasub_rubber,metasub_metal,metasub_leather,metasub_tile,metasub_other_y,metasub_plastic,metasub_glass,metasub_stainless steel,metasub_fabric,metasub_concrete,metasub_marble,metasub_marble-like,metasub_faux leather,metasub_(faux?) leather,metasub_bmat,metasub_carpet,metasub_metal and marble,metasub_vinyl,metasub_painted_metal,metasub_metal_plastic,metasub_granite,metasub_-,metasub_metal_wood,metasub_pvc,"metasub_metal, painted plastic, plastic",metasub_air control,metasub_air,metasub_positive control zymo,metasub_control air,metasub_negative control (air),metasub_metal/rubber,metasub_negative control,metasub_metal rubber,metasub_stone,metasub_polyester,metasub_touchscreen surface,metasub_skin,metasub_plaster,metasub_cloth,metasub_artificial fiber,metasub_copper wire,metasub_asbestos,metasub_rope,metasub_plastic wool like belt,metasub_tiles,metasub_paper,metasub_chair,metasub_plastic and glass,metasub_leather seat,metasub_positive control,metasub_water,metasub_ceramic,metasub_fake leather,metasub_control_y,metasub_metal/plastic,metasub_not identified,metasub_flesh,metasub_human hand,metasub_hand,metasub_metal with wooden handle,metasub_painted wood,metasub_seat,metasub_floor,metasub_glass rubber plastic,metasub_cement,metasub_synthetic leather,metasub_cell cover and screen,metasub_plastic and rubber,metasub_synthetic,metasub_formica,metasub_metal and formica,metasub_cell-phone screen and plastic cover,metasub_(probable) polypropylene fiber,metasub_pole,metasub_carpet fabric,virus tax id,virus name,virus lineage,refseq id,kegg genome,kegg disease,disease,host tax id,host name,host lineage,pmid,evidence,sample type,source organism,organism_name_y,gram_stain,gram_stain_citation,microbiome_location,microbiome_location_citation,antimicrobial_susceptibility,antimicrobial_susceptibility_citation,optimal_temperature,optimal_temperature_citation,extreme_environment,extreme_environment_citation,biofilm_forming,biofilm_forming_citation,optimal_ph,optimal_ph_citation,animal_pathogen,animal_pathogen_citation,spore_forming,spore_forming_citation,pathogenicity,pathogenicity_citation,plant_pathogen,non_null
106189,Heterobasidion parviporum,207832,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872291.0,Heterobasidion partitivirus 2,Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus,"NC_038839, NC_038840",,,,207832.0,Heterobasidion parviporum,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Bondarzewiaceae; Heterobasidion,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
106190,Heterobasidion parviporum,207832,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387301.0,Heterobasidion partitivirus 7,Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus,"NC_035485, NC_035486",,,,207832.0,Heterobasidion parviporum,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Bondarzewiaceae; Heterobasidion,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
106259,Botrytis,33196,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872719.0,Botrytis ourmia-like virus,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Ourmiavirus; unclassified Ourmiavirus",NC_028476,,,,33196.0,Botrytis,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,10
106637,Golovinomyces cichoracearum,62708,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777015.0,Erysiphe cichoracearum alphaendornavirus,Viruses; dsRNA viruses; Endornaviridae; Alphaendornavirus,NC_029095,,,,62708.0,Golovinomyces cichoracearum,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Erysiphales; Erysiphaceae; Golovinomyces,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
107395,Diaporthe ambigua,73123,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111470.0,Diaporthe ambigua RNA virus 1,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses",NC_001278,,,,73123.0,Diaporthe ambigua,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Diaporthaceae; Diaporthe,11086142,Literature,,,,,,,,,,,,,,,,,,,,,,,,,12
107710,Ceratorhiza oryzae-sativae,63189,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1837089.0,Rhizoctonia oryzae-sativae mitovirus 1,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_029991,,,,63189.0,Ceratorhiza oryzae-sativae,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Ceratorhiza,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
108370,Aureobasidium pullulans,5580,species,Aureobasidium pullulans,shotgun,<=17%,Moderate ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
110578,Zymoseptoria tritici,1047171,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zymoseptoria tritici,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25
112237,Ophiostoma himal-ulmi,61193,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347482.0,Ophiostoma partitivirus 1,Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus,"NC_038917, NC_038918",,,,61193.0,Ophiostoma himal-ulmi,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Ophiostomatales; Ophiostomataceae; Ophiostoma,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
112357,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311229.0,Mycoreovirus 3,Viruses; dsRNA viruses; Reoviridae; Spinareovirinae; Mycoreovirus,"NC_007524, NC_007525, NC_007526, NC_007527, NC_007528, NC_007529, NC_007531, NC_007532, NC_007533, NC_007534, NC_007535, NC_007536",,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,UniProt,,,,,,,,,,,,,,,,,,,,,,,,,11
112358,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708712.0,Rosellinia necatrix endornavirus 1,Viruses; dsRNA viruses; Endornaviridae; unclassified Endornaviridae,NC_030938,,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
112359,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476202.0,Rosellinia necatrix fusarivirus 1,Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae,NC_024485,,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
112360,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032989.0,Rosellinia necatrix hypovirus 1,Viruses; dsRNA viruses; Hypoviridae; Hypovirus; unclassified Hypovirus,NC_036590,,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
112361,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658904.0,Rosellinia necatrix megabirnavirus 1/W779,Viruses; dsRNA viruses; Megabirnaviridae; Megabirnavirus; Rosellinia necatrix megabirnavirus 1,"NC_013462, NC_013463",,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,"RefSeq, UniProt",,,,,,,,,,,,,,,,,,,,,,,,,11
112362,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676267.0,Rosellinia necatrix megabirnavirus 2-W8,Viruses; dsRNA viruses; Megabirnaviridae; Megabirnavirus; unclassified Megabirnavirus,"NC_029125, NC_029126",,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
112363,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235994.0,Rosellinia necatrix partitivirus 1-W8,Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus; Rosellinia necatrix virus 1,"NC_007537, NC_007538",,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,RefSeq,,,,,,,,,,,,,,,,,,,,,,,,,11
112364,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859651.0,Rosellinia necatrix partitivirus 2,Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus,"NC_020234, NC_020235",,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,23236074,"Literature, NCBI Virus",,,,,,,,,,,,,,,,,,,,,,,,,12
112365,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573459.0,Rosellinia necatrix partitivirus 6,Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus; unclassified Betapartitivirus,"NC_028250, NC_028251",,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
112366,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025333.0,Rosellinia necatrix partitivirus 8,Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae,"NC_036600, NC_036603",,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
112367,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000373.0,Rosellinia necatrix quadrivirus 1,Viruses; dsRNA viruses; Quadriviridae; Quadrivirus,"NC_016757, NC_016758, NC_016759, NC_016760",,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,"NCBI Virus, RefSeq, UniProt",,,,,,,,,,,,,,,,,,,,,,,,,11
112368,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148491.0,Rosellinia necatrix victorivirus 1,Viruses; dsRNA viruses; Totiviridae; Victorivirus,NC_021565,,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
112369,Rosellinia necatrix,77044,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2094187.0,Yado-nushi virus 1-A,Viruses; dsRNA viruses; unclassified dsRNA viruses,NC_040357,,,,77044.0,Rosellinia necatrix,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
114519,Chaetomium globosum,38033,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaetomium globosum,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25
115269,Cryphonectria nitschkei,187221,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399394.0,Cryphonectria nitschkei chrysovirus 1,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus,"NC_038778, NC_038779, NC_038780, NC_038781",,,,187221.0,Cryphonectria nitschkei,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Cryphonectriaceae; Cryphonectria,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
115389,Alternaria arborescens,156630,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826822.0,Alternaria arborescens mitovirus 1,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",NC_030747,,,,156630.0,Alternaria arborescens,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
115390,Alternaria arborescens,156630,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728964.0,Alternaria arborescens victorivirus 1,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,NC_040793,,,,156630.0,Alternaria arborescens,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Alternaria,,"NCBI Virus, RefSeq",,,,,,,,,,,,,,,,,,,,,,,,,11
115843,Aspergillus niger,5061,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspergillus niger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25
116251,Enterocytozoon bieneusi,31281,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enterocytozoon bieneusi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25
117453,Tetrapisispora blattae,1071379,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tetrapisispora blattae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
117560,Magnaporthe,148303,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764348.0,Magnaporthe oryzae chrysovirus 1,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus; unclassified Chrysovirus,"NC_014462, NC_014463, NC_014464, NC_014465, NC_023039, NC_023040, NC_023041, NC_023042, NC_023043, NC_038011",,,,148303.0,Magnaporthe,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; Magnaporthaceae,,RefSeq,,,,,,,,,,,,,,,,,,,,,,,,,11
117561,Magnaporthe,148303,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580607.0,Magnaporthe oryzae RNA virus,Viruses; unclassified viruses,NC_026137,,,,148303.0,Magnaporthe,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; Magnaporthaceae,,RefSeq,,,,,,,,,,,,,,,,,,,,,,,,,11
117562,Magnaporthe,148303,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271257.0,Magnaporthe oryzae virus 1,Viruses; dsRNA viruses; Totiviridae; Victorivirus,NC_006367,,,,148303.0,Magnaporthe,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; Magnaporthaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,10
117563,Magnaporthe,148303,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441999.0,Magnaporthe oryzae virus 2,Viruses; dsRNA viruses; Totiviridae; Victorivirus,NC_010246,,,,148303.0,Magnaporthe,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; Magnaporthaceae,,RefSeq,,,,,,,,,,,,,,,,,,,,,,,,,11
