,scientific name,taxonomic_id,rank
Western lowland gorilla simian foamy virus,Western lowland gorilla simian foamy virus,2170204,species
White-tufted-ear marmoset simian foamy virus,White-tufted-ear marmoset simian foamy virus,2170205,species
Yellow-breasted capuchin simian foamy virus,Yellow-breasted capuchin simian foamy virus,2170206,species
Sophora yellow stunt alphasatellite 3,Sophora yellow stunt alphasatellite 3,2170209,species
Lasius neglectus virus 2,Lasius neglectus virus 2,2170211,species
Escherichia virus Pollock,Escherichia virus Pollock,2170215,species
Salmonella virus FSL SP-058,Salmonella virus FSL SP-058,2170216,species
Salmonella virus FSL SP-076,Salmonella virus FSL SP-076,2170217,species
Subterranean clover stunt alphasatellite 1,Subterranean clover stunt alphasatellite 1,2170220,species
Geobacillus virus GBSV1,Geobacillus virus GBSV1,2170221,species
Taupapillomavirus 4,Taupapillomavirus 4,2170222,species
Beatrice Hill tibrovirus,Beatrice Hill tibrovirus,2170224,species
Saccharomyces cerevisiae virus LBCLa,Saccharomyces cerevisiae virus LBCLa,2170233,species
Geobacillus virus Tp84,Geobacillus virus Tp84,2170234,species
Treisiotapapillomavirus 1,Treisiotapapillomavirus 1,2170235,species
Treiskappapapillomavirus 1,Treiskappapapillomavirus 1,2170236,species
Treisthetapapillomavirus 1,Treisthetapapillomavirus 1,2170237,species
Homalodisca coagulata virus 1,Homalodisca coagulata virus 1,2170238,species
Mycobacterium virus 32HC,Mycobacterium virus 32HC,2170239,species
Yellow oat grass mosaic virus,Yellow oat grass mosaic virus,2170240,species
Leuconostoc virus 1A4,Leuconostoc virus 1A4,2170246,species
Leuconostoc virus LN25,Leuconostoc virus LN25,2170247,species
Leuconostoc virus LN34,Leuconostoc virus LN34,2170248,species
Leuconostoc virus LNTR3,Leuconostoc virus LNTR3,2170249,species
Leuconostoc virus Ln8,Leuconostoc virus Ln8,2170250,species
Leuconostoc virus Ln9,Leuconostoc virus Ln9,2170251,species
Gordonia virus Twister6,Gordonia virus Twister6,2170253,species
Gordonia virus Wizard,Gordonia virus Wizard,2170254,species
Xipapillomavirus 4,Xipapillomavirus 4,2170255,species
Xipapillomavirus 5,Xipapillomavirus 5,2170256,species
Zingiber bacilliform virus,Zingiber bacilliform virus,2170305,species
Schreiber's bent-winged bat adenovirus,Schreiber's bent-winged bat adenovirus,2170312,species
Iteravirus sp.,Iteravirus sp.,2170313,species
Tupaia glis polyomavirus 1,Tupaia glis polyomavirus 1,2170402,species
Canis lupus polyomavirus 1,Canis lupus polyomavirus 1,2170403,species
Glis glis polyomavirus 1,Glis glis polyomavirus 1,2170404,species
Panthera leo polyomavirus 1,Panthera leo polyomavirus 1,2170405,species
Pan paniscus cytomegalovirus 1,Pan paniscus cytomegalovirus 1,2170406,species
Pan paniscus cytomegalovirus 2,Pan paniscus cytomegalovirus 2,2170407,species
Apodemus flavicollis polyomavirus 1,Apodemus flavicollis polyomavirus 1,2170408,species
Capra aegagrus polyomavirus 1,Capra aegagrus polyomavirus 1,2170409,species
Potamochoerus porcus polyomavirus 1,Potamochoerus porcus polyomavirus 1,2170410,species
Philantomba monticola polyomavirus 1,Philantomba monticola polyomavirus 1,2170411,species
Corn salad necrosis virus,Corn salad necrosis virus,2170412,species
Siphoviridae sp.,Siphoviridae sp.,2170413,species
Thladiantha dubia mosaic virus,Thladiantha dubia mosaic virus,2170423,species
Alfalfa virus F,Alfalfa virus F,2170538,species
Apple luteovirus 1,Apple luteovirus 1,2170544,species
Fuefuki virus,Fuefuki virus,2170545,species
Kiln Barn virus,Kiln Barn virus,2170547,species
Larkfield virus,Larkfield virus,2170548,species
Luckshill virus,Luckshill virus,2170549,species
Medway virus,Medway virus,2170576,species
Eccles virus,Eccles virus,2170578,species
Ditton virus,Ditton virus,2170587,species
Cyril virus,Cyril virus,2170588,species
Beult virus,Beult virus,2170589,species
Barming virus,Barming virus,2170590,species
Teise virus,Teise virus,2170591,species
Tama virus,Tama virus,2170592,species
Snodland virus,Snodland virus,2170593,species
Saiwaicho virus,Saiwaicho virus,2170594,species
Notori virus,Notori virus,2170595,species
Naganuma virus,Naganuma virus,2170596,species
Mogami virus,Mogami virus,2170597,species
Bacillus phage vB_BceM-HSE3,Bacillus phage vB_BceM-HSE3,2170705,species
Chelsea phlebo-like virus,Chelsea phlebo-like virus,2171371,species
Fresh Meadows densovirus 1,Fresh Meadows densovirus 1,2171372,species
Fresh Meadows densovirus 2,Fresh Meadows densovirus 2,2171373,species
Fresh Meadows densovirus 3,Fresh Meadows densovirus 3,2171374,species
Fresh Meadows densovirus 4,Fresh Meadows densovirus 4,2171375,species
Mouse papillomavirus 1,Mouse papillomavirus 1,2171376,species
Murine adeno-associated virus 1,Murine adeno-associated virus 1,2171377,species
Murine adeno-associated virus 2,Murine adeno-associated virus 2,2171378,species
Murine astrovirus 1,Murine astrovirus 1,2171379,species
Murine astrovirus 2,Murine astrovirus 2,2171380,species
Murine bocavirus,Murine bocavirus,2171381,species
Murine chapparvovirus,Murine chapparvovirus,2171382,species
Murine circovirus,Murine circovirus,2171383,species
Murine feces-associated gemycircularvirus 1,Murine feces-associated gemycircularvirus 1,2171384,species
Murine feces-associated gemycircularvirus 2,Murine feces-associated gemycircularvirus 2,2171385,species
Murine feces-associated hepe-like virus,Murine feces-associated hepe-like virus,2171386,species
Murine feces-associated rhabdovirus,Murine feces-associated rhabdovirus,2171387,species
Murine picobirnavirus 1,Murine picobirnavirus 1,2171388,species
Murine picobirnavirus 2,Murine picobirnavirus 2,2171389,species
Murine picobirnavirus 3,Murine picobirnavirus 3,2171390,species
Murine picornavirus,Murine picornavirus,2171391,species
Murine sapovirus,Murine sapovirus,2171392,species
Murine-associated porcine bocavirus,Murine-associated porcine bocavirus,2171393,species
Mus musculus polyomavirus 3,Mus musculus polyomavirus 3,2171394,species
Wuchang cockroach virus,Wuchang cockroach virus,2171395,species
Strigid herpesvirus 1,Strigid herpesvirus 1,2171489,species
Peanut virus C,Peanut virus C,2171525,species
Sinorhizobium phage vB_SmelM_phiM10,Sinorhizobium phage vB_SmelM_phiM10,2171708,species
Sinorhizobium phage vB_SmelM_phiM14,Sinorhizobium phage vB_SmelM_phiM14,2171709,species
Cherry virus F,Cherry virus F,2171759,species
Maize associated clostervirus,Maize associated clostervirus,2172016,species
Maize associated foveavirus,Maize associated foveavirus,2172017,species
Maize associated ampelovirus,Maize associated ampelovirus,2172027,species
Maize associated totivirus 1,Maize associated totivirus 1,2172039,species
Maize associated partiti-like virus,Maize associated partiti-like virus,2172040,species
Maize pteridovirus 1,Maize pteridovirus 1,2172041,species
Codiaeum leaf curl betasatellite,Codiaeum leaf curl betasatellite,2172094,species
Culex picorna-like virus 1,Culex picorna-like virus 1,2172402,species
Heterobasidion partitivirus 11,Heterobasidion partitivirus 11,2172534,species
Canine protoparvovirus,Canine protoparvovirus,2172548,species
Tomato leaf curl Philippine betasatellite,Tomato leaf curl Philippine betasatellite,2173168,species
Sida yellow golden mosaic virus,Sida yellow golden mosaic virus,2174902,species
Cowpea bright yellow mosaic virus,Cowpea bright yellow mosaic virus,2174956,species
Anguilla marmorata adomavirus 1,Anguilla marmorata adomavirus 1,2175116,species
Rhynchobatus djiddensis adomavirus 1,Rhynchobatus djiddensis adomavirus 1,2175117,species
Symphysodon discus adomavirus 1,Symphysodon discus adomavirus 1,2175118,species
Escherichia phage Eco_BIFF,Escherichia phage Eco_BIFF,2175169,species
Neurachne minor latent virus,Neurachne minor latent virus,2175246,species
Rubber dandelion latent virus 2,Rubber dandelion latent virus 2,2175278,species
Rubber dandelion latent virus 1,Rubber dandelion latent virus 1,2175279,species
Pseudomonas virus Pf1 ERZ-2017,Pseudomonas virus Pf1 ERZ-2017,2175295,species
Yam chlorotic necrosis virus,Yam chlorotic necrosis virus,2175329,species
Clostridium phage CPS2,Clostridium phage CPS2,2175605,species
Enterococcus phage vB_EfaS_AL3,Enterococcus phage vB_EfaS_AL3,2175687,species
Palo verde broom virus,Palo verde broom virus,2175800,species
Staphylococcus phage trsa10,Staphylococcus phage trsa10,2175843,species
Staphylococcus phage trsa14,Staphylococcus phage trsa14,2175844,species
Staphylococcus phage trsa15,Staphylococcus phage trsa15,2175845,species
Mycobacterium phage Banjo,Mycobacterium phage Banjo,2178918,species
Mycobacterium phage CheetO,Mycobacterium phage CheetO,2178919,species
Mycobacterium phage ConceptII,Mycobacterium phage ConceptII,2178920,species
Mycobacterium phage NorthStar,Mycobacterium phage NorthStar,2178921,species
Mycobacterium phage Oogway,Mycobacterium phage Oogway,2178922,species
Mycobacterium phage Xavia,Mycobacterium phage Xavia,2178923,species
Erwinia phage phiEaP-8,Erwinia phage phiEaP-8,2178928,species
Escherichia phage vB_EcoM-Ro121lw,Escherichia phage vB_EcoM-Ro121lw,2178929,species
Escherichia phage vB_EcoM-Ro157c2YLVW,Escherichia phage vB_EcoM-Ro157c2YLVW,2178932,species
Streptomyces phage Eddasa,Streptomyces phage Eddasa,2182318,species
Streptomyces phage Goby,Streptomyces phage Goby,2182319,species
Streptomyces phage Maneekul,Streptomyces phage Maneekul,2182320,species
Streptomyces phage Nabi,Streptomyces phage Nabi,2182321,species
Streptomyces phage Rana,Streptomyces phage Rana,2182322,species
Streptomyces phage Toma,Streptomyces phage Toma,2182323,species
Aeromonas phage AsXd-1,Aeromonas phage AsXd-1,2182324,species
Microbacterium phage Hendrix,Microbacterium phage Hendrix,2182341,species
Streptomyces phage BayC,Streptomyces phage BayC,2182342,species
Streptomyces phage Salete,Streptomyces phage Salete,2182343,species
Xanthomonas virus XcP1,Xanthomonas virus XcP1,2182344,species
Escherichia phage Gostya9,Escherichia phage Gostya9,2182345,species
Erwinia phage Faunus,Erwinia phage Faunus,2182346,species
Gordonia phage Petra,Gordonia phage Petra,2182347,species
Gordonia phage Sitar,Gordonia phage Sitar,2182348,species
Microbacterium phage Appa,Microbacterium phage Appa,2182350,species
Microbacterium phage Camille,Microbacterium phage Camille,2182351,species
Microbacterium phage Count,Microbacterium phage Count,2182352,species
Microbacterium phage Gargoyle,Microbacterium phage Gargoyle,2182353,species
Microbacterium phage Hyperion,Microbacterium phage Hyperion,2182354,species
Microbacterium phage Martin,Microbacterium phage Martin,2182355,species
Microbacterium phage Oats,Microbacterium phage Oats,2182356,species
Microbacterium phage Squash,Microbacterium phage Squash,2182357,species
Microbacterium phage Teagan,Microbacterium phage Teagan,2182358,species
Rhodococcus phage Grayson,Rhodococcus phage Grayson,2182359,species
Rhodococcus phage Jace,Rhodococcus phage Jace,2182360,species
Rhodococcus phage Peregrin,Rhodococcus phage Peregrin,2182361,species
Mycobacterium phage Beauxregard13,Mycobacterium phage Beauxregard13,2182392,species
Mycobacterium phage BobaPhett,Mycobacterium phage BobaPhett,2182393,species
Mycobacterium phage Byougenkin,Mycobacterium phage Byougenkin,2182394,species
Gordonia phage Easley,Gordonia phage Easley,2182395,species
Streptomyces phage HotFries,Streptomyces phage HotFries,2182396,species
Streptomyces phage Ibantik,Streptomyces phage Ibantik,2182397,species
Mycobacterium phage Mattes,Mycobacterium phage Mattes,2182398,species
Streptomyces phage Moozy,Streptomyces phage Moozy,2182399,species
Microbacterium phage Paschalis,Microbacterium phage Paschalis,2182400,species
Mycobacterium phage PhrankReynolds,Mycobacterium phage PhrankReynolds,2182401,species
Mycobacterium phage Pipcraft,Mycobacterium phage Pipcraft,2182402,species
Mycobacterium phage Priamo,Mycobacterium phage Priamo,2182403,species
Streptomyces phage Rainydai,Streptomyces phage Rainydai,2182404,species
Streptomyces phage RavenPuff,Streptomyces phage RavenPuff,2182405,species
Mycobacterium phage Relief,Mycobacterium phage Relief,2182406,species
Streptomyces phage SendItCS,Streptomyces phage SendItCS,2182407,species
Streptomyces phage FlowerPower,Streptomyces phage FlowerPower,2182408,species
Mastomys natalensis polyomavirus 2,Mastomys natalensis polyomavirus 2,2182467,species
Viola virus,Viola virus,2182586,species
Formica aquilonia virus 1,Formica aquilonia virus 1,2183734,species
Formica cinerea virus 1,Formica cinerea virus 1,2183735,species
Formica cinerea virus 2,Formica cinerea virus 2,2183736,species
Formica fusca virus 2,Formica fusca virus 2,2183737,species
Formica fusca virus 3,Formica fusca virus 3,2183738,species
Formica pressilabris virus 1,Formica pressilabris virus 1,2183739,species
Formica pressilabris virus 2,Formica pressilabris virus 2,2183740,species
Formica truncurum virus 1,Formica truncurum virus 1,2183741,species
Formica truncurum virus 2,Formica truncurum virus 2,2183742,species
Reovirus sp. SDPY/goose,Reovirus sp. SDPY/goose,2183756,species
Autolykiviridae,Autolykiviridae,2184034,family
Streptococcus phage VS-2018a,Streptococcus phage VS-2018a,2184051,species
Escherichia phage SP15,Escherichia phage SP15,2184265,species
Antarctic picorna-like virus,Antarctic picorna-like virus,2184269,species
Apodemus agrarius picornavirus,Apodemus agrarius picornavirus,2184393,species
Miniopterus picornavirus 1,Miniopterus picornavirus 1,2184394,species
Miniopterus picornavirus 2,Miniopterus picornavirus 2,2184395,species
Niviventer confucianus picornavirus,Niviventer confucianus picornavirus,2184396,species
Rhinolophus picornavirus,Rhinolophus picornavirus,2184397,species
Rhinolophus sinicus picornavirus,Rhinolophus sinicus picornavirus,2184398,species
Suncus murinus picornavirus,Suncus murinus picornavirus,2184399,species
Niviventer confucianus hunnivirus,Niviventer confucianus hunnivirus,2184403,species
Rattus tanezumi hunnivirus,Rattus tanezumi hunnivirus,2184404,species
Rattus tanezumi parechovirus,Rattus tanezumi parechovirus,2184405,species
Helianthus annuus alphaendornavirus,Helianthus annuus alphaendornavirus,2184469,species
Escherichia phage vB_EcoM_NBG1,Escherichia phage vB_EcoM_NBG1,2184698,species
Escherichia phage vB_EcoM_NBG2,Escherichia phage vB_EcoM_NBG2,2184699,species
Bat calicivirus A10,Bat calicivirus A10,2184710,species
Human blood-associated dicistrovirus,Human blood-associated dicistrovirus,2184748,species
Human blood-associated partitivirus,Human blood-associated partitivirus,2184749,species
Blackberry virus A,Blackberry virus A,2185086,species
Chenopodium quinoa mitovirus 1,Chenopodium quinoa mitovirus 1,2185087,species
Penicillium discovirus,Penicillium discovirus,2185132,species
Marine virus AG-345-A17,Marine virus AG-345-A17,2185168,species
Marine virus AG-341-P01,Marine virus AG-341-P01,2185170,species
Rana hepevirus,Rana hepevirus,2185281,species
Opuntia tobamovirus 2,Opuntia tobamovirus 2,2200716,species
Cronobacter phage GW1,Cronobacter phage GW1,2200756,species
Akhmeta virus,Akhmeta virus,2200830,species
Lettuce chordovirus 1,Lettuce chordovirus 1,2200955,species
Human papillomavirus type 219,Human papillomavirus type 219,2200956,species
Human papillomavirus type 220,Human papillomavirus type 220,2200957,species
Human papillomavirus type 221,Human papillomavirus type 221,2200958,species
Human papillomavirus type 222,Human papillomavirus type 222,2200959,species
Arracacha virus 1,Arracacha virus 1,2201042,species
Tick phlebovirus Anatolia 1,Tick phlebovirus Anatolia 1,2201043,species
Darwin bee virus 1,Darwin bee virus 1,2201276,species
Darwin bee virus 2,Darwin bee virus 2,2201277,species
Darwin bee virus 3,Darwin bee virus 3,2201278,species
Darwin bee virus 4,Darwin bee virus 4,2201279,species
Darwin bee virus 5,Darwin bee virus 5,2201280,species
Darwin bee virus 6,Darwin bee virus 6,2201281,species
Darwin bee virus 7,Darwin bee virus 7,2201282,species
Darwin bee virus 8,Darwin bee virus 8,2201283,species
Bundaberg bee virus 1,Bundaberg bee virus 1,2201284,species
Bundaberg bee virus 2,Bundaberg bee virus 2,2201285,species
Bundaberg bee virus 3,Bundaberg bee virus 3,2201286,species
Bundaberg bee virus 4,Bundaberg bee virus 4,2201287,species
Bundaberg bee virus 5,Bundaberg bee virus 5,2201288,species
Bundaberg bee virus 6,Bundaberg bee virus 6,2201289,species
Bundaberg bee virus 7,Bundaberg bee virus 7,2201290,species
Bundaberg bee virus 8,Bundaberg bee virus 8,2201291,species
Hobart nepovirus 1,Hobart nepovirus 1,2201292,species
Hobart nepovirus 2,Hobart nepovirus 2,2201293,species
Hobart nepovirus 3,Hobart nepovirus 3,2201294,species
Perth bee virus 1,Perth bee virus 1,2201295,species
Perth bee virus 2,Perth bee virus 2,2201296,species
Perth bee virus 3,Perth bee virus 3,2201297,species
Perth bee virus 4,Perth bee virus 4,2201298,species
Perth bee virus 5,Perth bee virus 5,2201299,species
Perth bee virus 6,Perth bee virus 6,2201300,species
Perth bee virus 7,Perth bee virus 7,2201301,species
Perth bee virus 8,Perth bee virus 8,2201302,species
Perth bee virus 9,Perth bee virus 9,2201303,species
Darwin betaflexivirus 1,Darwin betaflexivirus 1,2201304,species
Hobart betaflexivirus 1,Hobart betaflexivirus 1,2201305,species
Perth betaflexivirus 1,Perth betaflexivirus 1,2201306,species
Renmark bee virus 1,Renmark bee virus 1,2201307,species
Renmark bee virus 2,Renmark bee virus 2,2201308,species
Renmark bee virus 3,Renmark bee virus 3,2201309,species
Renmark bee virus 4,Renmark bee virus 4,2201310,species
Renmark bee virus 5,Renmark bee virus 5,2201311,species
Robinvale bee virus 1,Robinvale bee virus 1,2201312,species
Robinvale bee virus 2,Robinvale bee virus 2,2201313,species
Robinvale bee virus 3,Robinvale bee virus 3,2201314,species
Robinvale bee virus 4,Robinvale bee virus 4,2201315,species
Robinvale bee virus 5,Robinvale bee virus 5,2201316,species
Robinvale bee virus 6,Robinvale bee virus 6,2201317,species
Robinvale bee virus 7,Robinvale bee virus 7,2201318,species
Robinvale bee virus 8,Robinvale bee virus 8,2201319,species
Robinvale bee virus 9,Robinvale bee virus 9,2201320,species
Victoria bee virus 1,Victoria bee virus 1,2201321,species
Victoria bee virus 2,Victoria bee virus 2,2201322,species
Hobart bee virus 1,Hobart bee virus 1,2201323,species
Robinvale plant virus 1,Robinvale plant virus 1,2201325,species
Xanthomonas phage phiLf2,Xanthomonas phage phiLf2,2201344,species
Streptomyces phage Henoccus,Streptomyces phage Henoccus,2201346,species
Streptomyces phage JackieB,Streptomyces phage JackieB,2201347,species
Streptomyces phage LazerLemon,Streptomyces phage LazerLemon,2201348,species
Streptomyces phage UNTPL,Streptomyces phage UNTPL,2201349,species
Aeromonas phage SD04,Aeromonas phage SD04,2201378,species
Oenococcus phage phiOE33PA,Oenococcus phage phiOE33PA,2201414,species
Lijiang virus,Lijiang virus,2201415,species
Xingyi virus,Xingyi virus,2201416,species
Klebsiella phage ZCKP1,Klebsiella phage ZCKP1,2201417,species
Ralstonia phage phiRSP,Ralstonia phage phiRSP,2201420,species
Streptomyces phage Yosif,Streptomyces phage Yosif,2201421,species
Erwinia phage vB_EamM_Alexandra,Erwinia phage vB_EamM_Alexandra,2201424,species
Corynebacterium phage TouchMeNot,Corynebacterium phage TouchMeNot,2201425,species
Gordonia phage Ebert,Gordonia phage Ebert,2201426,species
Gordonia phage Emperor,Gordonia phage Emperor,2201427,species
Gordonia phage Margaret,Gordonia phage Margaret,2201428,species
Gordonia phage Morrissey,Gordonia phage Morrissey,2201429,species
Gordonia phage Suzy,Gordonia phage Suzy,2201430,species
Gordonia phage Trine,Gordonia phage Trine,2201431,species
Microbacterium phage AnnaSerena,Microbacterium phage AnnaSerena,2201432,species
Microbacterium phage Floof,Microbacterium phage Floof,2201433,species
Microbacterium phage Hortus1,Microbacterium phage Hortus1,2201434,species
Microbacterium phage Krampus,Microbacterium phage Krampus,2201435,species
Microbacterium phage MementoMori,Microbacterium phage MementoMori,2201436,species
Microbacterium phage Metamorphoo,Microbacterium phage Metamorphoo,2201437,species
Microbacterium phage OlinDD,Microbacterium phage OlinDD,2201438,species
Microbacterium phage Percival,Microbacterium phage Percival,2201439,species
Microbacterium phage Pioneer3,Microbacterium phage Pioneer3,2201440,species
Microbacterium phage Quhwah,Microbacterium phage Quhwah,2201441,species
Microbacterium phage RobsFeet,Microbacterium phage RobsFeet,2201442,species
Microbacterium phage Tandem,Microbacterium phage Tandem,2201443,species
Microbacterium phage Zeta1847,Microbacterium phage Zeta1847,2201444,species
Rhodococcus phage UhSalsa,Rhodococcus phage UhSalsa,2201445,species
Rhodococcus phage Alpacados,Rhodococcus phage Alpacados,2201446,species
Rhodococcus phage Bradshaw,Rhodococcus phage Bradshaw,2201447,species
Rhodococcus phage Bryce,Rhodococcus phage Bryce,2201448,species
Rhodococcus phage Erik,Rhodococcus phage Erik,2201449,species
Rhodococcus phage Gollum,Rhodococcus phage Gollum,2201450,species
Rhodococcus phage Nancinator,Rhodococcus phage Nancinator,2201451,species
Rhodococcus phage Phrankenstein,Rhodococcus phage Phrankenstein,2201452,species
Rhodococcus phage Rasputin,Rhodococcus phage Rasputin,2201453,species
Rhodococcus phage Swann,Rhodococcus phage Swann,2201454,species
Rhodococcus phage Takoda,Rhodococcus phage Takoda,2201455,species
Pseudomonas phage PFP1,Pseudomonas phage PFP1,2201462,species
Maize-associated retrovirus 1,Maize-associated retrovirus 1,2201469,species
Maize-associated tombusvirus,Maize-associated tombusvirus,2201470,species
Ethiopia maize-associated virus,Ethiopia maize-associated virus,2201471,species
Xanthomonas phage phiXv2,Xanthomonas phage phiXv2,2201472,species
Pasteurella phage Pm86,Pasteurella phage Pm86,2201742,species
Pasteurella phage AFS-2018a,Pasteurella phage AFS-2018a,2201988,species
Acinetobacter phage SH-Ab 15599,Acinetobacter phage SH-Ab 15599,2202135,species
Hyblaea puera nucleopolyhedrovirus,Hyblaea puera nucleopolyhedrovirus,2202138,species
Malachra yellow mosaic virus,Malachra yellow mosaic virus,2202146,species
Hepacivirus P,Hepacivirus P,2202225,species
Listeria phage PSU-VKH-LP019,Listeria phage PSU-VKH-LP019,2202246,species
Listeria phage PSU-VKH-LP040,Listeria phage PSU-VKH-LP040,2202247,species
Listeria phage PSU-VKH-LP041,Listeria phage PSU-VKH-LP041,2202248,species
Microvirus sp.,Microvirus sp.,2202559,species
CRESS virus sp.,CRESS virus sp.,2202563,species
Myoviridae sp.,Myoviridae sp.,2202564,species
Genomoviridae sp.,Genomoviridae sp.,2202565,species
Geminiviridae sp.,Geminiviridae sp.,2202566,species
Podoviridae sp.,Podoviridae sp.,2202567,species
Caudovirales sp.,Caudovirales sp.,2202568,species
Hepacivirus sp.,Hepacivirus sp.,2202624,species
Microviridae sp.,Microviridae sp.,2202644,species
Polyomaviridae sp.,Polyomaviridae sp.,2202645,species
Bacilladnaviridae sp.,Bacilladnaviridae sp.,2202647,species
Phage sp.,Phage sp.,2202648,species
Virus sp.,Virus sp.,2202649,species
Circular genetic element sp.,Circular genetic element sp.,2202954,species
Baiomys poxvirus,Baiomys poxvirus,2203081,species
Tomato leaf curl Yunnan betasatellite,Tomato leaf curl Yunnan betasatellite,2203894,species
Artibeus lituratus parvovirus,Artibeus lituratus parvovirus,2211152,species
Artibeus lituratus adenovirus,Artibeus lituratus adenovirus,2211153,species
Artibeus lituratus papillomavirus,Artibeus lituratus papillomavirus,2211154,species
Sturnira lilium adenovirus,Sturnira lilium adenovirus,2211155,species
Escherichia phage vB_EcoM-Sa157w3YLVW,Escherichia phage vB_EcoM-Sa157w3YLVW,2211179,species
Otariid herpesvirus 5,Otariid herpesvirus 5,2211181,species
Pseudomonas aeruginosa phage DMS3mVir,Pseudomonas aeruginosa phage DMS3mVir,2211467,species
Pseudomonas aeruginosa phage DMS3mVirAcrF1,Pseudomonas aeruginosa phage DMS3mVirAcrF1,2211468,species
Pseudomonas aeruginosa phage DMS3mVirAcrF4,Pseudomonas aeruginosa phage DMS3mVirAcrF4,2211469,species
Alpinia oxyphylla mosaic virus,Alpinia oxyphylla mosaic virus,2212477,species
CrAssphage sp.,CrAssphage sp.,2212563,species
Alstroemeria yellow spot virus,Alstroemeria yellow spot virus,2212644,species
Stenella frontalis alphaherpesvirus,Stenella frontalis alphaherpesvirus,2212646,species
Delphinid herpesvirus 10,Delphinid herpesvirus 10,2212647,species
Iniid herpesvirus 1,Iniid herpesvirus 1,2212648,species
Kogiid herpesvirus 2,Kogiid herpesvirus 2,2212649,species
Kogiid herpesvirus 3,Kogiid herpesvirus 3,2212650,species
Avihepatovirus sp.,Avihepatovirus sp.,2212748,species
Avocet calicivirus,Avocet calicivirus,2212749,species
Avocet megrivirus,Avocet megrivirus,2212751,species
Avocet picornavirus,Avocet picornavirus,2212755,species
Duck calicivirus,Duck calicivirus,2212758,species
Duck rhabdovirus,Duck rhabdovirus,2212761,species
Ruddy turnstone calicivirus A,Ruddy turnstone calicivirus A,2212768,species
Ruddy turnstone calicivirus B,Ruddy turnstone calicivirus B,2212769,species
Ruddy turnstone rotavirus,Ruddy turnstone rotavirus,2212774,species
Shelduck calicivirus,Shelduck calicivirus,2212776,species
Shelduck picobirnavirus I,Shelduck picobirnavirus I,2212779,species
Shelduck picobirnavirus II,Shelduck picobirnavirus II,2212780,species
Shelduck picobirnavirus III,Shelduck picobirnavirus III,2212781,species
Shelduck rhabdovirus,Shelduck rhabdovirus,2212784,species
Avocet picornavirus B,Avocet picornavirus B,2212790,species
Liberibacter phage P-AHCA1-1,Liberibacter phage P-AHCA1-1,2212812,species
Liberibacter phage P-AHCA2-1,Liberibacter phage P-AHCA2-1,2212813,species
Liberibacter phage P-CTCA1-1,Liberibacter phage P-CTCA1-1,2212814,species
Liberibacter phage P-CTCA1-3,Liberibacter phage P-CTCA1-3,2212815,species
Liberibacter phage P-HHCA1-2,Liberibacter phage P-HHCA1-2,2212816,species
Liberibacter phage P-HHCA2-2,Liberibacter phage P-HHCA2-2,2212817,species
Liberibacter phage P-LHCA-1,Liberibacter phage P-LHCA-1,2212818,species
Liberibacter phage P-LHCA-2,Liberibacter phage P-LHCA-2,2212819,species
Liberibacter phage P-RSCA1-1,Liberibacter phage P-RSCA1-1,2212820,species
Liberibacter phage P-SGCA1-1,Liberibacter phage P-SGCA1-1,2212821,species
Liberibacter phage P-SGCA5-1,Liberibacter phage P-SGCA5-1,2212822,species
Liberibacter phage P-SGpsy-1,Liberibacter phage P-SGpsy-1,2212823,species
Liberibacter phage P-FL17-1,Liberibacter phage P-FL17-1,2212824,species
Liberibacter phage P-A4-2,Liberibacter phage P-A4-2,2212825,species
Liberibacter phage P-YCpsy-1,Liberibacter phage P-YCpsy-1,2212826,species
Liberibacter phage P-YCpsy-3,Liberibacter phage P-YCpsy-3,2212827,species
Pseudomonas phage AK-2018a,Pseudomonas phage AK-2018a,2213009,species
Crotalus paramyxovirus,Crotalus paramyxovirus,2213020,species
Chlorocebus cynosuros associated smacovirus,Chlorocebus cynosuros associated smacovirus,2213167,species
Papio cynocephalus associated smacovirus,Papio cynocephalus associated smacovirus,2213168,species
Papio kindae associated smacovirus,Papio kindae associated smacovirus,2213169,species
Aviadenovirus sp.,Aviadenovirus sp.,2217649,species
RNA virus sp.,RNA virus sp.,2217650,species
Humpback whale blow-associated tombus-like virus,Humpback whale blow-associated tombus-like virus,2217872,species
Humpback whale blow-associated picornavirus,Humpback whale blow-associated picornavirus,2217873,species
Humpback whale blow-associated denso-like virus,Humpback whale blow-associated denso-like virus,2217874,species
Humpback whale blow-associated circo-like virus 2,Humpback whale blow-associated circo-like virus 2,2217875,species
Humpback whale blow-associated circo-like virus 1,Humpback whale blow-associated circo-like virus 1,2217876,species
Enterococcus phage phiEF17H,Enterococcus phage phiEF17H,2218497,species
Enterococcus phage phiM1EF22,Enterococcus phage phiM1EF22,2218498,species
Escherichia phage KIT03,Escherichia phage KIT03,2218499,species
Cistus incanus RNA virus 1,Cistus incanus RNA virus 1,2218519,species
Sitobion miscanthi densovirus,Sitobion miscanthi densovirus,2218538,species
Trematomus bernacchii polyomavirus 1,Trematomus bernacchii polyomavirus 1,2218588,species
Phage TB004,Phage TB004,2218589,species
Rhimavirus A,Rhimavirus A,2218594,species
Rhinella marina endogenous retrovirus,Rhinella marina endogenous retrovirus,2218595,species
Ruegeria phage vB_RpoMi-V15,Ruegeria phage vB_RpoMi-V15,2218610,species
