scientific_name,taxonomic_id,rank,animal_pathogen,antimicrobial_susceptibility,biofilm_forming,extreme_environment,genome_availability,gram_stain,halotolerance_classification,host_lineage,host_name,human_pathogen,kegg_genome,metasub_(faux?)_leather,metasub_(probable)_polypropylene_fiber,metasub_-,metasub_air,metasub_air_control,metasub_amaguchi,metasub_antarctica,metasub_artificial_fiber,metasub_asbestos,metasub_auckland,metasub_baltimore,metasub_barcelona,metasub_belfast,metasub_berlin,metasub_birmingham,metasub_bmat,metasub_bogota,metasub_bradford,metasub_brisbane,metasub_bristol,metasub_bury,metasub_cairngorm,metasub_carpet,metasub_carpet_fabric,metasub_cell-phone_screen_and_plastic_cover,metasub_cell_cover_and_screen,metasub_cement,metasub_ceramic,metasub_chair,metasub_cloth,metasub_concrete,metasub_control_air,metasub_copper_wire,metasub_denver,metasub_doha,metasub_east_asia,metasub_eastbourne,metasub_eden,metasub_edinborough,metasub_europe,metasub_fabric,metasub_fairbanks,metasub_fake_leather,metasub_faux_leather,metasub_flesh,metasub_floor,metasub_formica,metasub_fukuoka,metasub_glass,metasub_glass_rubber_plastic,metasub_granite,metasub_hamilton,metasub_hand,metasub_hanoi,metasub_hong_kong,metasub_human_hand,metasub_ilorin,metasub_islington,metasub_jaywick,metasub_kensington,metasub_kuala_lumpur,metasub_kyiv,metasub_lands_end,metasub_leather,metasub_leather_seat,metasub_lisbon,metasub_london,metasub_marble,metasub_marble-like,metasub_marseille,metasub_metal,metasub_metal/plastic,metasub_metal/rubber,metasub_metal__painted_plastic__plastic,metasub_metal_and_formica,metasub_metal_and_marble,metasub_metal_plastic,metasub_metal_rubber,metasub_metal_with_wooden_handle,metasub_metal_wood,metasub_middle_east,metasub_minneapolis,metasub_naples,metasub_neg_control,metasub_negative_control,metasub_negative_control_(air),metasub_new_ork_city,metasub_newcastle,metasub_north_america,metasub_oceania,metasub_offa,metasub_oslo,metasub_other_control,metasub_painted_metal,metasub_painted_wood,metasub_paper,metasub_paris,metasub_plaster,metasub_plastic,metasub_plastic_and_glass,metasub_plastic_and_rubber,metasub_plastic_wool_like_belt,metasub_pole,metasub_polyester,metasub_porto,metasub_pos_control,metasub_positive_control,metasub_positive_control_zymo,metasub_pvc,metasub_rio_de_janeiro,metasub_rope,metasub_rubber,metasub_sacramento,metasub_santiago,metasub_seat,metasub_sendai,metasub_seoul,metasub_singapore,metasub_skin,metasub_sofia,metasub_south_america,metasub_st_louis,metasub_stainless_steel,metasub_stockholm,metasub_stone,metasub_sub_saharan_africa,metasub_swansea,metasub_synthetic,metasub_synthetic_leather,metasub_taipei,metasub_tile,metasub_tiles,metasub_tokyo,metasub_touchscreen_surface,metasub_tsuruoka,metasub_vienna,metasub_vinyl,metasub_water,metasub_wood,metasub_zurich,optimal_ph,optimal_temperature,pathogenicity,plant_pathogen,salinity_concentration/range(w/v),spore_forming,virus_lineage,virus_name
Malassezia globosa,76773,species,Sometimes,Maybe Not,Never,Mesophiles,,Negative,,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,0.0,Maybe Not,,Always,,
Meyerozyma guilliermondii,4929,species,Maybe Not,Maybe Not,Always,Mesophiles,shotgun,Negative,Extreme\xc2\xa0,,,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,0.24,Always,,
Millerozyma farinosa,4920,species,Maybe Not,Maybe Not,Never,Extremophile,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Never,,
Moniliophthora perniciosa,153609,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Sometimes,,Always,,
Naumovozyma castellii,27288,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Never,,
Naumovozyma dairenensis,27289,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Never,,
Neofusicoccum luteum,120395,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Botryosphaeriales; Botryosphaeriaceae; Neofusicoccum,Neofusicoccum luteum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; unclassified Narnaviridae, Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae","Neofusicoccum luteum mitovirus 1, Neofusicoccum luteum fusarivirus 1"
Neurospora crassa,5141,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Nigrospora oryzae,335854,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Trichosphaeriales; Trichosphaeriaceae; Nigrospora,Nigrospora oryzae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus, Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae","Nigrospora oryzae fusarivirus 1, Nigrospora oryzae victorivirus 1"
Nosema ceranae,40302,species,Sometimes,Sometimes,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Ophiostoma himal-ulmi,61193,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Ophiostomatales; Ophiostomataceae; Ophiostoma,Ophiostoma himal-ulmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus,Ophiostoma partitivirus 1
Ophiostoma novo-ulmi,42373,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Ophiostomatales; Ophiostomataceae; Ophiostoma,Ophiostoma novo-ulmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus","Ophiostoma mitovirus 3a, Ophiostoma mitovirus 5, Ophiostoma mitovirus 4, Ophiostoma mitovirus 6"
Paraphaeosphaeria minitans,565426,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Massarineae; Didymosphaeriaceae; Paraphaeosphaeria,Paraphaeosphaeria minitans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; Victorivirus,Coniothyrium minitans RNA virus
Parastagonospora nodorum,13684,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Sometimes,,Never,,
Penicillium aurantiogriseum,36655,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium,Penicillium aurantiogriseum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae, Viruses; unclassified viruses, Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae, Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae","Penicillium aurantiogriseum fusarivirus 1, Penicillium aurantiogriseum partitivirus 1, Penicillium aurantiogriseum foetidus-like virus, Penicillium aurantiogriseum bipartite virus 1, Penicillium aurantiogriseum partiti-like virus, Penicillium aurantiogriseum totivirus 1"
Penicillium chrysogenum,5076,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium,Penicillium chrysogenum,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus,Penicillium chrysogenum virus
Penicillium digitatum,36651,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium,Penicillium digitatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; unclassified Narnaviridae, Viruses; unclassified viruses","Penicillium digitatum polymycoviruses 1, Penicillium digitatum virus 1, Penicillium digitatum narna-like virus 1"
Penicillium janczewskii,121612,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium,Penicillium janczewskii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Chrysoviridae; Chrysovirus; unclassified Chrysovirus,Penicillium janczewskii chrysovirus 1
Penicillium roqueforti,5082,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium,Penicillium roqueforti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae,Penicillium roqueforti ssRNA mycovirus 1
Penicillium stoloniferum,1343417,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium,Penicillium stoloniferum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; Gammapartitivirus,"Penicillium stoloniferum virus S, Penicillium stoloniferum virus F"
Phaeotheca triangularis,92988,species,,,,,no,,Extreme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22% - 28%,,,
Phlebiopsis gigantea,82310,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Phanerochaetaceae; Phlebiopsis,Phlebiopsis gigantea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; unclassified Totiviridae,Phlebiopsis gigantea mycovirus dsRNA 1
Phomopsis,34399,genus,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Valsaceae,Phomopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsRNA viruses; Hypoviridae; Hypovirus; unclassified Hypovirus, Viruses; unclassified viruses, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; unclassified Narnaviridae","Phomopsis longicolla hypovirus, Phomopsis longicolla RNA virus 1, Phomopsis longicolla circular virus 1"
Phomopsis vexans,222583,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Diaporthales; Valsaceae; Phomopsis,Phomopsis vexans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; Victorivirus; unclassified Victorivirus,Phomopsis vexans RNA virus
Pleospora typhicola,1075110,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; Pleosporaceae; Pleospora,Pleospora typhicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae,Pleospora typhicola fusarivirus 1
Pleurotus ostreatus,5322,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Pleurotaceae; Pleurotus,Pleurotus ostreatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; unclassified ssRNA positive-strand viruses","Oyster mushroom spherical virus, Pleurotus ostreatus virus 1"
Podospora anserina,5145,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Maybe Not,,Always,,
Postia placenta,104341,species,Maybe Not,Maybe Not,Never,Mesophiles,,Negative,,,,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Sometimes,,Always,,
Pseudogymnoascus destructans,655981,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Pseudeurotiaceae; Pseudogymnoascus,Pseudogymnoascus destructans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae,Pseudogymnoascus destructans partitivirus-pa
Pyricularia oryzae,318829,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Magnaporthales; Pyriculariaceae; Pyricularia,Pyricularia oryzae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viruses; dsRNA viruses; Totiviridae; Victorivirus,Magnaporthe oryzae virus 1
Rhizoctonia,1322061,genus,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae,Rhizoctonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus, Viruses; unclassified viruses","Rhizoctonia fumigata mycovirus, Binucleate Rhizoctonia mitovirus K1"
Rhizoctonia solani,456999,species,,,,,,,,Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; Rhizoctonia,Rhizoctonia solani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; unclassified Flexiviridae, Viruses; unclassified viruses, Viruses; dsRNA viruses; Endornaviridae; unclassified Endornaviridae, Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus; unclassified Alphapartitivirus, Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus, Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae, Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus","Rhizoctonia solani flexivirus 1, Rhizoctonia solani RNA virus HN008, Rhizoctonia solani dsRNA virus 3, Rhizoctonia solani dsRNA virus 2, Rhizoctonia solani endornavirus 1, Rhizoctonia mitovirus 1, Rhizoctonia solani virus 717"
Rhizophagus,1129544,genus,,,,,,,,"Eukaryota; Fungi; Mucoromycota; Glomeromycotina; Glomeromycetes; Glomerales; Glomeraceae, Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Cucujoidea; Monotomidae; Rhizophaginae",Rhizophagus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus","Rhizophagus diaphanum mitovirus 2, Rhizophagus diaphanum mitovirus 1, Rhizophagus sp. RF1 mitovirus"
Rhizophagus irregularis,588596,species,,,,,,,,Eukaryota; Fungi; Mucoromycota; Glomeromycotina; Glomeromycetes; Glomerales; Glomeraceae; Rhizophagus,Rhizophagus irregularis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus",Rhizophagus irregularis mitovirus 1
Rhizophagus sp. (in: Fungi),1913635,species,,,,,,,,Eukaryota; Fungi; Mucoromycota; Glomeromycotina; Glomeromycetes; Glomerales; Glomeraceae; Rhizophagus,Rhizophagus sp. (in: Fungi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; ssRNA viruses; ssRNA positive-strand viruses, no DNA stage; Narnaviridae; Mitovirus; unclassified Mitovirus, Viruses; dsRNA viruses; unclassified dsRNA viruses","Rhizophagus sp. RF1 medium virus, Rhizophagus sp. RF1 mitovirus"
Rhodotorula glutinis,5535,species,,,,,no,,Extreme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,
Rosellinia necatrix,77044,species,,,,,,,,Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Xylariaceae; Rosellinia,Rosellinia necatrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus; unclassified Betapartitivirus, Viruses; dsRNA viruses; Quadriviridae; Quadrivirus, Viruses; dsRNA viruses; Totiviridae; Victorivirus, Viruses; dsRNA viruses; Megabirnaviridae; Megabirnavirus; Rosellinia necatrix megabirnavirus 1, Viruses; dsRNA viruses; Partitiviridae; Betapartitivirus; Rosellinia necatrix virus 1, Viruses; dsRNA viruses; Hypoviridae; Hypovirus; unclassified Hypovirus, Viruses; dsRNA viruses; Endornaviridae; unclassified Endornaviridae, Viruses; dsRNA viruses; unclassified dsRNA viruses, Viruses; dsRNA viruses; Partitiviridae; unclassified Partitiviridae, Viruses; dsRNA viruses; Partitiviridae; Alphapartitivirus, Viruses; dsRNA viruses; Reoviridae; Spinareovirinae; Mycoreovirus, Viruses; ssRNA viruses; unclassified ssRNA viruses; Fusariviridae, Viruses; dsRNA viruses; Megabirnaviridae; Megabirnavirus; unclassified Megabirnavirus","Rosellinia necatrix megabirnavirus 1/W779, Rosellinia necatrix partitivirus 8, Rosellinia necatrix partitivirus 1-W8, Rosellinia necatrix partitivirus 6, Rosellinia necatrix partitivirus 2, Rosellinia necatrix megabirnavirus 2-W8, Rosellinia necatrix fusarivirus 1, Rosellinia necatrix quadrivirus 1, Rosellinia necatrix endornavirus 1, Rosellinia necatrix victorivirus 1, Rosellinia necatrix hypovirus 1, Mycoreovirus 3, Yado-nushi virus 1-A"
