,scientific_name,counts
23450,Vibrio phage 1.090.B._10N.286.48.F1,0
23451,Vibrio phage 1.091.O._10N.286.52.B12,0
23452,Vibrio phage 1.093.O._10N.286.55.E10,0
23453,Vibrio phage 1.094.O._10N.286.55.E12,0
23454,Vibrio phage 1.095.O._10N.286.46.E10,0
23455,Vibrio phage 1.097.O._10N.286.49.B3,0
23456,Vibrio phage 1.098.O._10N.286.51.B9,0
23457,Vibrio phage 1.100.O._10N.261.45.C3,0
23458,Vibrio phage 1.101.O._10N.261.45.C6,0
23459,Vibrio phage 1.102.O._10N.261.45.E3,0
23460,Vibrio phage 1.103.O._10N.261.52.F2,0
23461,Vibrio phage 1.104.O._10N.286.49.A12,0
23462,Vibrio phage 1.105.O._10N.286.49.B4,0
23463,Vibrio phage 1.106.O._10N.286.51.F7,0
23464,Vibrio phage 1.107.A._10N.286.52.E10,0
23465,Vibrio phage 1.107.B._10N.286.52.E10,0
23466,Vibrio phage 1.107.C._10N.286.52.E10,0
23467,Vibrio phage 1.108.O._10N.222.51.A4,0
23468,Vibrio phage 1.110.O._10N.261.52.C1,0
23469,Vibrio phage 1.111.A._10N.286.45.E6,0
23470,Vibrio phage 1.111.B._10N.286.45.E6,0
23471,Vibrio phage 1.112.O._10N.286.46.B11,0
23472,Vibrio phage 1.113.A._10N.286.51.E7,0
23473,Vibrio phage 1.115.A._10N.222.49.B11,0
23474,Vibrio phage 1.115.B._10N.222.49.B11,0
23475,Vibrio phage 1.116.O._10N.222.52.C10,0
23476,Vibrio phage 1.117.O._10N.261.45.E9,0
23477,Vibrio phage 1.118.A._10N.261.49.F6,0
23478,Vibrio phage 1.118.B._10N.261.49.F6,0
23479,Vibrio phage 1.119.O._10N.261.51.A9,0
23480,Vibrio phage 1.121.O._10N.286.46.C4,0
23481,Vibrio phage 1.122.A._10N.286.46.F8,0
23482,Vibrio phage 1.122.B._10N.286.46.F8,0
23483,Vibrio phage 1.123.O._10N.286.48.F3,0
23484,Vibrio phage 1.124.O._10N.286.49.B1,0
23485,Vibrio phage 1.125.O._10N.286.49.F5,0
23486,Vibrio phage 1.127.O._10N.286.52.E12,0
23487,Vibrio phage 1.131.O._10N.222.49.A8,0
23488,Vibrio phage 1.132.O._10N.222.49.F8,0
23489,Vibrio phage 1.133.O._10N.222.51.E4,0
23490,Vibrio phage 1.134.O._10N.222.52.B8,0
23491,Vibrio phage 1.135.O._10N.222.54.B6,0
23492,Vibrio phage 1.136.O._10N.261.45.E11,0
23493,Vibrio phage 1.137.O._10N.261.46.B5,0
23494,Vibrio phage 1.138.O._10N.261.48.A1,0
23495,Vibrio phage 1.139.A._10N.261.48.C6,0
23496,Vibrio phage 1.139.B._10N.261.48.C6,0
23497,Vibrio phage 1.141.A._10N.261.49.B3,0
23498,Vibrio phage 1.142.O._10N.261.49.E11,0
23499,Vibrio phage 1.143.O._10N.261.55.C8,0
23500,Vibrio phage 1.144.O._10N.286.45.B3,0
23501,Vibrio phage 1.147.O._10N.286.49.E9,0
23502,Vibrio phage 1.148.O._10N.286.54.A10,0
23503,Vibrio phage 1.149.O._10N.286.55.A12,0
23504,Vibrio phage 1.150.O._10N.222.46.A6,0
23505,Vibrio phage 1.151.O._10N.222.46.B1,0
23506,Vibrio phage 1.152.O._10N.222.46.E1,0
23507,Vibrio phage 1.154.O._10N.222.52.B12,0
23508,Vibrio phage 1.155.O._10N.222.55.B3,0
23509,Vibrio phage 1.156.O._10N.261.45.A6,0
23510,Vibrio phage 1.157.O._10N.261.45.B7,0
23511,Vibrio phage 1.158.O._10N.261.45.E12,0
23512,Vibrio phage 1.159.O._10N.261.46.F12,0
23513,Vibrio phage 1.160.O._10N.261.48.B11,0
23514,Vibrio phage 1.161.O._10N.261.48.C5,0
23515,Vibrio phage 1.162.O._10N.261.48.E3,0
23516,Vibrio phage 1.164.O._10N.261.51.A7,0
23517,Vibrio phage 1.165.O._10N.261.51.B7,0
23518,Vibrio phage 1.166.O._10N.261.51.C7,0
23519,Vibrio phage 1.167.O._10N.261.51.F2,0
23520,Vibrio phage 1.168.O._10N.261.52.A10,0
23521,Vibrio phage 1.169.O._10N.261.52.B1,0
23522,Vibrio phage 1.170.O._10N.261.52.C3,0
23523,Vibrio phage 1.171.O._10N.261.52.F12,0
23524,Vibrio phage 1.172.O._10N.261.52.F5,0
23525,Vibrio phage 1.173.O._10N.261.55.A11,0
23526,Vibrio phage 1.174.O._10N.261.55.A8,0
23527,Vibrio phage 1.175.O._10N.261.55.B3,0
23528,Vibrio phage 1.176.O._10N.261.55.F5,0
23529,Vibrio phage 1.177.O._10N.286.45.E10,0
23530,Vibrio phage 1.178.O._10N.286.45.E12,0
23531,Vibrio phage 1.179.O._10N.286.45.F12,0
23532,Vibrio phage 1.181.O._10N.286.46.C9,0
23533,Vibrio phage 1.182.O._10N.286.46.E1,0
23534,Vibrio phage 1.183.O._10N.286.48.B7,0
23535,Vibrio phage 1.184.A._10N.286.49.A5,0
23536,Vibrio phage 1.185.O._10N.286.49.C2,0
23537,Vibrio phage 1.186.O._10N.286.49.E3,0
23538,Vibrio phage 1.187.O._10N.286.49.F1,0
23539,Vibrio phage 1.188.A._10N.286.51.A6,0
23540,Vibrio phage 1.188.B._10N.286.51.A6,0
23541,Vibrio phage 1.188.C._10N.286.51.A6,0
23542,Vibrio phage 1.189.B._10N.286.51.B5,0
23543,Vibrio phage 1.189.C._10N.286.51.B5,0
23544,Vibrio phage 1.189.O._10N.286.51.B5,0
23545,Vibrio phage 1.190.O._10N.286.51.F12,0
23546,Vibrio phage 1.191.O._10N.286.52.B4,0
23547,Vibrio phage 1.193.O._10N.286.52.C6,0
23548,Vibrio phage 1.194.O._10N.286.54.B1,0
23549,Vibrio phage 1.195.O._10N.286.54.C8,0
23550,Vibrio phage 1.196.O._10N.286.54.E12,0
23551,Vibrio phage 1.197.A._10N.286.54.F2,0
23552,Vibrio phage 1.198.A._10N.286.54.F4,0
23553,Vibrio phage 1.198.B._10N.286.54.F4,0
23554,Vibrio phage 1.199.A._10N.286.55.C10,0
23555,Vibrio phage 1.199.B._10N.286.55.C10,0
23556,Vibrio phage 1.200.O._10N.286.55.E1,0
23557,Vibrio phage 1.201.B._10N.286.55.F1,0
23558,Vibrio phage 1.202.O._10N.222.45.E8,0
23559,Vibrio phage 1.204.O._10N.222.46.F12,0
23560,Vibrio phage 1.205.O._10N.222.51.A7,0
23561,Vibrio phage 1.206.O._10N.222.51.B10,0
23562,Vibrio phage 1.207.B._10N.222.51.C2,0
23563,Vibrio phage 1.208.B._10N.222.52.A7,0
23564,Vibrio phage 1.209.O._10N.222.52.B2,0
23565,Vibrio phage 1.210.O._10N.222.52.C2,0
23566,Vibrio phage 1.211.A._10N.222.52.F11,0
23567,Vibrio phage 1.211.B._10N.222.52.F11,0
23568,Vibrio phage 1.213.O._10N.222.54.F10,0
23569,Vibrio phage 1.214.O._10N.222.54.F11,0
23570,Vibrio phage 1.215.A._10N.222.54.F7,0
23571,Vibrio phage 1.215.B._10N.222.54.F7,0
23572,Vibrio phage 1.216.O._10N.222.55.C12,0
23573,Vibrio phage 1.217.O._10N.261.45.A1,0
23574,Vibrio phage 1.219.O._10N.261.45.E2,0
23575,Vibrio phage 1.223.O._10N.261.48.A9,0
23576,Vibrio phage 1.224.A._10N.261.48.B1,0
23577,Vibrio phage 1.225.O._10N.261.48.B7,0
23578,Vibrio phage 1.226.O._10N.261.48.E5,0
23579,Vibrio phage 1.228.O._10N.261.49.C1,0
23580,Vibrio phage 1.231.O._10N.261.49.F8,0
23581,Vibrio phage 1.232.O._10N.261.51.E11,0
23582,Vibrio phage 1.233.A._10N.261.51.E6,0
23583,Vibrio phage 1.233.B._10N.261.51.E6,0
23584,Vibrio phage 1.235.O._10N.261.52.B2,0
23585,Vibrio phage 1.236.O._10N.261.52.C4,0
23586,Vibrio phage 1.237.A._10N.261.52.C5,0
23587,Vibrio phage 1.237.B._10N.261.52.C5,0
23588,Vibrio phage 1.238.A._10N.261.52.F10,0
23589,Vibrio phage 1.238.B._10N.261.52.F10,0
23590,Vibrio phage 1.239.O._10N.261.52.F6,0
23591,Vibrio phage 1.240.O._10N.261.52.F8,0
23592,Vibrio phage 1.242.O._10N.261.54.B2,0
23593,Vibrio phage 1.243.O._10N.261.54.B5,0
23594,Vibrio phage 1.244.A._10N.261.54.C3,0
23595,Vibrio phage 1.245.O._10N.261.54.C7,0
23596,Vibrio phage 1.246.O._10N.261.54.E10,0
23597,Vibrio phage 1.247.A._10N.261.54.E12,0
23598,Vibrio phage 1.247.B._10N.261.54.E12,0
23599,Vibrio phage 1.248.O._10N.261.54.F1,0
23600,Vibrio phage 1.249.A._10N.261.55.B9,0
23601,Vibrio phage 1.249.B._10N.261.55.B9,0
23602,Vibrio phage 1.250.O._10N.261.55.E11,0
23603,Vibrio phage 1.251.O._10N.261.55.E5,0
23604,Vibrio phage 1.253.O._10N.286.45.B12,0
23605,Vibrio phage 1.254.O._10N.286.45.C8,0
23606,Vibrio phage 1.255.O._10N.286.45.F1,0
23607,Vibrio phage 1.256.O._10N.286.45.F8,0
23608,Vibrio phage 1.257.O._10N.286.46.A4,0
23609,Vibrio phage 1.259.O._10N.286.48.F4,0
23610,Vibrio phage 1.261.O._10N.286.51.A7,0
23611,Vibrio phage 1.262.O._10N.286.51.A9,0
23612,Vibrio phage 1.263.A._10N.286.51.B1,0
23613,Vibrio phage 1.263.B._10N.286.51.B1,0
23614,Vibrio phage 1.264.O._10N.286.51.F2,0
23615,Vibrio phage 1.265.O._10N.286.52.F6,0
23616,Vibrio phage 1.266.O._10N.286.52.F9,0
23617,Vibrio phage 1.267.O._10N.286.54.A1,0
23618,Vibrio phage 1.268.A._10N.286.54.A11,0
23619,Vibrio phage 1.268.B._10N.286.54.A11,0
23620,Vibrio phage 1.269.O._10N.286.54.A6,0
23621,Vibrio phage 1.270.A._10N.286.54.A8,0
23622,Vibrio phage 1.270.B._10N.286.54.A8,0
23623,Vibrio phage 1.271.A._10N.286.54.B4,0
23624,Vibrio phage 1.271.B._10N.286.54.B4,0
23625,Vibrio phage 1.272.O._10N.286.54.C4,0
23626,Vibrio phage 1.273.O._10N.286.54.C7,0
23627,Vibrio phage 1.274.O._10N.286.54.E1,0
23628,Vibrio phage 1.275.O._10N.286.54.E11,0
23629,Vibrio phage 1.276.O._10N.286.54.E4,0
23630,Vibrio phage 1.277.A._10N.286.54.E7,0
23631,Vibrio phage 1.277.B._10N.286.54.E7,0
23632,Vibrio phage 1.278.O._10N.286.54.E8,0
23633,Vibrio phage 1.280.O._10N.286.54.F6,0
23634,Vibrio phage 1.281.O._10N.286.54.F7,0
23635,Vibrio phage 1.282.A._10N.286.54.F8,0
23636,Vibrio phage 1.283.A._10N.286.55.A1,0
23637,Vibrio phage 1.283.B._10N.286.55.A1,0
23638,Vibrio phage 1.283.C._10N.286.55.A1,0
23639,Vibrio phage 1.284.A._10N.286.55.A5,0
23640,Vibrio phage 1.285.O._10N.286.55.C12,0
23641,Vibrio phage 1.286.O._10N.286.55.C4,0
23642,Vibrio phage 1.287.O._10N.286.55.C7,0
23643,Vibrio phage 1.289.A._10N.286.55.E8,0
23644,Vibrio phage 1.291.O._10N.286.55.F6,0
23645,Vibrio phage 1.293.O._10N.261.52.E1,0
23646,Vibrio phage 1032,0
23647,Vibrio phage 11895-B1,2
23648,Vibrio phage 2.044.O._10N.261.51.B8,0
23649,Vibrio phage 2.058.O._10N.286.46.B8,0
23650,Vibrio phage 2.092.O._10N.286.52.B7,0
23651,Vibrio phage 2.095.A._10N.286.46.E10,0
23652,Vibrio phage 2.095.B._10N.286.46.E10,0
23653,Vibrio phage 2.096.O._10N.286.48.B5,0
23654,Vibrio phage 2.117.O._10N.261.45.E9,0
23655,Vibrio phage 2.130.O._10N.222.46.C2,0
23656,Vibrio phage 2.159.A._10N.261.46.F12,0
23657,Vibrio phage 2.159.B._10N.261.46.F12,0
23658,Vibrio phage 2.275.O._10N.286.54.E11,0
23659,Vibrio phage 24,2
23660,Vibrio phage 2E1,0
23661,Vibrio phage 3.058.O._10N.286.46.B8,0
23662,Vibrio phage 4e,0
23663,Vibrio phage 512,0
23664,Vibrio phage 5312,0
23665,Vibrio phage 5486,0
23666,Vibrio phage 5e,0
23667,Vibrio phage 6e,0
23668,Vibrio phage 919TP,0
23669,Vibrio phage AS51,2
23670,Vibrio phage Achelous,0
23671,Vibrio phage Ares1,0
23672,Vibrio phage Athena1,0
23673,Vibrio phage BONAISHI,0
23674,Vibrio phage Brizo,0
23675,Vibrio phage CHOED,2
23676,Vibrio phage CJY,2
23677,Vibrio phage CKB-S1,0
23678,Vibrio phage CKB-S2,0
23679,Vibrio phage CL40,0
23680,Vibrio phage CP-T1,2
23681,Vibrio phage Ch457,0
23682,Vibrio phage Cla,0
23683,Vibrio phage E8498,0
23684,Vibrio phage H1,2
23685,Vibrio phage H188,0
23686,Vibrio phage H2,0
23687,Vibrio phage H2 PGK-2017,0
23688,Vibrio phage H2 SGB-2014,2
23689,Vibrio phage H20,0
23690,Vibrio phage H3,2
23691,Vibrio phage H8,0
23692,Vibrio phage Her,0
23693,Vibrio phage HybRS-Knphi,0
23694,Vibrio phage ICP1,5
23695,Vibrio phage ICP1_2001_A,2
23696,Vibrio phage ICP1_2004_A,2
23697,Vibrio phage ICP1_2005_A,2
23698,Vibrio phage ICP1_2006_A,2
23699,Vibrio phage ICP1_2006_B,2
23700,Vibrio phage ICP1_2006_C,2
23701,Vibrio phage ICP1_2006_D,2
23702,Vibrio phage ICP1_2006_E,0
23703,Vibrio phage ICP1_2011_A,0
23704,Vibrio phage ICP1_2011_B,0
23705,Vibrio phage ICP1_2012_A,0
23706,Vibrio phage ICP2,5
23707,Vibrio phage ICP2_2006_A,2
23708,Vibrio phage ICP2_2011_A,2
23709,Vibrio phage ICP2_2013_A_Haiti,2
23710,Vibrio phage ICP3,5
23711,Vibrio phage ICP3_2007_A,2
23712,Vibrio phage ICP3_2008_A,2
23713,Vibrio phage ICP3_2009_A,0
23714,Vibrio phage ICP3_2009_B,2
23715,Vibrio phage J14,0
23716,Vibrio phage J2,2
23717,Vibrio phage J3,2
23718,Vibrio phage JA-1,2
23719,Vibrio phage JSF1,0
23720,Vibrio phage JSF11,0
23721,Vibrio phage JSF12,0
23722,Vibrio phage JSF13,0
23723,Vibrio phage JSF14,0
23724,Vibrio phage JSF15,0
23725,Vibrio phage JSF17,0
23726,Vibrio phage JSF18,0
23727,Vibrio phage JSF2,0
23728,Vibrio phage JSF20,0
23729,Vibrio phage JSF23,0
23730,Vibrio phage JSF24,0
23731,Vibrio phage JSF25,0
23732,Vibrio phage JSF27,0
23733,Vibrio phage JSF28,0
23734,Vibrio phage JSF3,0
23735,Vibrio phage JSF30,0
23736,Vibrio phage JSF31,0
23737,Vibrio phage JSF32,0
23738,Vibrio phage JSF33,0
23739,Vibrio phage JSF34,0
23740,Vibrio phage JSF35,0
23741,Vibrio phage JSF36,0
23742,Vibrio phage JSF4,0
23743,Vibrio phage JSF5,0
23744,Vibrio phage JSF6,0
23745,Vibrio phage JSF7,0
23746,Vibrio phage JSF9,0
23747,Vibrio phage K04M1_VK04M1,0
23748,Vibrio phage K05K4_VK05K4_1,0
23749,Vibrio phage K05K4_VK05K4_2,0
23750,Vibrio phage KA-2007,0
23751,Vibrio phage LP.1,0
23752,Vibrio phage LP.2,0
23753,Vibrio phage Len,0
23754,Vibrio phage N4,5
23755,Vibrio phage ND1-fs1,2
23756,Vibrio phage O395,0
23757,Vibrio phage P2,0
23758,Vibrio phage P23,0
23759,Vibrio phage P3,0
23760,Vibrio phage PV94,2
23761,Vibrio phage PVA1,2
23762,Vibrio phage PWH3a-P1,2
23763,Vibrio phage Pel,0
23764,Vibrio phage Pontus,0
23765,Vibrio phage QH,2
23766,Vibrio phage R01,0
23767,Vibrio phage RRE-2008,0
23768,Vibrio phage RS1,0
23769,Vibrio phage RYC,0
23770,Vibrio phage Rostov 6,0
23771,Vibrio phage Rostov 7,0
23772,Vibrio phage Rostov-1,0
23773,Vibrio phage S4-7,0
23774,Vibrio phage SB-2014a,0
23775,Vibrio phage SHOU24,2
23776,Vibrio phage SIO-2,2
23777,Vibrio phage Strym,0
23778,Vibrio phage TLC-Kn1,0
23779,Vibrio phage VAP7,0
23780,Vibrio phage VBM1,10
23781,Vibrio phage VBP32,5
23782,Vibrio phage VBP47,5
23783,Vibrio phage VBpm10,0
23784,Vibrio phage VCO139,2
23785,Vibrio phage VCPH,0
23786,Vibrio phage VD1,0
23787,Vibrio phage VEJphi,2
23788,Vibrio phage VEN,0
23789,Vibrio phage VH-P22,0
23790,Vibrio phage VH7D,2
23791,Vibrio phage VP-1,0
23792,Vibrio phage VP06,0
23793,Vibrio phage VP16C,0
23794,Vibrio phage VP16T,0
23795,Vibrio phage VP3,2
23796,Vibrio phage VP93,5
23797,Vibrio phage VPMS1,5
23798,Vibrio phage VPUSM 8,5
23799,Vibrio phage VP_EVC_2013,0
23800,Vibrio phage VPp1,2
23801,Vibrio phage VVP001,0
23802,Vibrio phage VaK,0
23803,Vibrio phage ValB1 HC,0
23804,Vibrio phage ValB1MD,0
23805,Vibrio phage ValLY_3,0
23806,Vibrio phage ValSw3-3,0
23807,Vibrio phage ValSw4_1,0
23808,Vibrio phage Vc1,2
23809,Vibrio phage VfO4K68,2
23810,Vibrio phage Vp670,0
23811,Vibrio phage VpKK5,2
23812,Vibrio phage Vp_R1,0
23813,Vibrio phage VpaJT_1,0
23814,Vibrio phage VvAW1,5
23815,Vibrio phage X29,2
23816,Vibrio phage YC,0
23817,Vibrio phage douglas 12A4,4
23818,Vibrio phage eugene 12A10,2
23819,Vibrio phage f237,0
23820,Vibrio phage fNo16,0
23821,Vibrio phage helene 12B3,4
23822,Vibrio phage henriette 12B8,4
23823,Vibrio phage jenny 12G5,0
23824,Vibrio phage martha 12B12,4
23825,Vibrio phage nt-1 sensu lato,0
23826,Vibrio phage pVa-1,0
23827,Vibrio phage pVa-2,0
23828,Vibrio phage pVa-21,0
23829,Vibrio phage pVa-3,0
23830,Vibrio phage pVa-4,0
23831,Vibrio phage pVa-5,0
23832,Vibrio phage pVa-6,0
23833,Vibrio phage pVa-7,0
23834,Vibrio phage pVa-8,0
23835,Vibrio phage pVco-5,0
23836,Vibrio phage pYD21-A,2
23837,Vibrio phage pYD38-A,2
23838,Vibrio phage pYD38-B,2
23839,Vibrio phage phi 1,2
23840,Vibrio phage phi 2,2
23841,Vibrio phage phi-A318,2
23842,Vibrio phage phi-Grn1,0
23843,Vibrio phage phi-ST2,0
23844,Vibrio phage phi16,0
23845,Vibrio phage phiMOD2.33-NB,0
23846,Vibrio phage phiMOD4.00-MOD2,0
23847,Vibrio phage phiMOD4.00-OM,0
23848,Vibrio phage phiMOD5.14-OM,0
23849,Vibrio phage phiMOD5.18-NB,0
23850,Vibrio phage phiNB9-OM,0
23851,Vibrio phage phiST4-ST,0
23852,Vibrio phage pre-CTX,0
23853,Vibrio phage qdvp001,2
23854,Vibrio phage vB_ValP_IME234,0
23855,Vibrio phage vB_ValP_IME271,0
23856,Vibrio phage vB_VcaS_HC,0
23857,Vibrio phage vB_VchM-138,2
23858,Vibrio phage vB_VhaS-a,0
23859,Vibrio phage vB_VhaS-tm,0
23860,Vibrio phage vB_VmeM-32,0
23861,Vibrio phage vB_VorS-PVo5,0
23862,Vibrio phage vB_VpP_BA6,0
23863,Vibrio phage vB_VpS_PG07,0
23864,Vibrio phage vB_VpaP_KF1,0
23865,Vibrio phage vB_VpaP_KF2,0
23866,Vibrio phage vB_VpaS_KF3,0
23867,Vibrio phage vB_VpaS_KF4,0
23868,Vibrio phage vB_VpaS_KF5,0
23869,Vibrio phage vB_VpaS_KF6,0
23870,Vibrio phage vB_VpaS_MGD2,0
23871,Vibrio phage vB_VpaS_OWB,0
23872,Vibrio virus Aphrodite1,0
23873,Vibrio virus CTXphi,2
23874,Vibrio virus Ceto,0
23875,Vibrio virus JSF10,0
23876,Vibrio virus K139,2
23877,Vibrio virus KSF1,0
23878,Vibrio virus KVP40,0
23879,Vibrio virus Kappa,2
23880,Vibrio virus MAR,0
23881,Vibrio virus MAR10,0
23882,Vibrio virus SSP002,0
23883,Vibrio virus Thalassa,0
23884,Vibrio virus VC8,0
23885,Vibrio virus VCY,0
23886,Vibrio virus VFJ,0
23887,Vibrio virus VGJ,0
23888,Vibrio virus VHML,0
23889,Vibrio virus VP2,0
23890,Vibrio virus VP4B,0
23891,Vibrio virus VP5,0
23892,Vibrio virus VP585,0
23893,Vibrio virus VP882,2
23894,Vibrio virus ValKK3,0
23895,Vibrio virus Vf33,2
23896,Vibrio virus VfO3K6,0
23897,Vibrio virus VpV262,2
23898,Vibrio virus fs1,2
23899,Vibrio virus fs2,0
23900,Vibrio virus nt1,0
23901,Vibrio virus pTD1,0
23902,Vibrio virus pVp1,0
23903,Vibrio virus phi3,0
23904,Vibriophage VP4,5
23905,Vicia cryptic virus,2
23906,Vicia cryptic virus M,0
23907,Vicia faba alphaendornavirus,2
23908,Vicia faba partitivirus 1,0
23909,Vicosavirus,0
23910,Victoria bee virus 1,0
23911,Victoria bee virus 2,0
23912,Victorian trout aquabirnavirus,2
23913,Victorivirus,0
23914,Victorivirus Alternaria/111/CZE/2014,0
23915,Vicugna pacos polyomavirus 1,2
23916,Vidavervirus,0
23917,Vidquintavirus,0
23918,Vieuvirus,0
23919,Vigna yellow mosaic virus,2
23920,Viltain virus,0
23921,Vinca leaf curl virus,2
23922,Vinca yellow vein virus,0
23923,Vinegar Hill virus,0
23924,Viola mosaic virus,0
23925,Viola phlebovirus,0
23926,Viola virus,0
23927,Viral hemorrhagic septicemia virus,2
23928,Virgaviridae,0
23929,Virgibacillus phage Mimir87,0
23930,Virginian WCV avipoxvirus,0
23931,Virtovirus,0
23932,Virus Chimp162,0
23933,Virus HH06,0
23934,Virus NG10,0
23935,Virus NG11,0
23936,Virus NG18,0
23937,Virus NG19,0
23938,Virus NG4,0
23939,Virus NG5,0
23940,Virus NG7,0
23941,Virus PK1142,0
23942,Virus PK1813,0
23943,Virus PK2111,0
23944,Virus PK2247,0
23945,Virus Rctr16k,0
23946,Virus Rctr197k,0
23947,Virus Rctr41k,0
23948,Virus Rctr71,0
23949,Virus Rctr85,0
23950,Virus TN1,0
23951,Visna-maedi virus,0
23952,Vitivirus,0
23953,Viunavirus,0
23954,Vividuovirus,0
23955,Volepox virus,2
23956,Vultur gryphus poxvirus,0
23957,Vulture herpesvirus,0
23958,WUHARV Calicivirus 1,0
23959,WUHARV Enterovirus 1,0
23960,WUHARV Enterovirus 2,0
23961,WUHARV Enterovirus 3,0
23962,WUHARV Sapelovirus 1,0
23963,WUHARV Sapelovirus 2,0
23964,Wabat virus,0
23965,Wad Medani virus,2
23966,Waikavirus,0
23967,Walkabout Creek virus,2
23968,Wallal virus,6
23969,Wallemia sebi mycovirus 1,0
23970,Wallerfield virus,2
23971,Walleye dermal sarcoma virus,7
23972,Walleye epidermal hyperplasia virus 1,0
23973,Walleye epidermal hyperplasia virus 2,0
23974,Wamavirus,0
23975,Wamena iridovirus,0
23976,Wang Thong virus,0
23977,Wangarabell virus,0
23978,Warivirus Mos10,0
23979,Warrego virus,0
23980,Wasabi mottle virus,3
23981,Washington bat picornavirus,0
23982,Washington bat picornavirus 2,0
23983,Wastewater CRESS DNA virus 1,0
23984,Wastewater CRESS DNA virus 2,0
23985,Wastewater CRESS DNA virus 3,0
23986,Water beetle associated circular virus 1,0
23987,Water chestnut soymovirus 1,2
23988,Waterbird 1 orthobornavirus,0
23989,Watercress white vein virus,0
23990,Watermelon chlorotic stunt virus,2
23991,Watermelon geminivirus,0
23992,Watermelon green mottle mosaic virus,0
23993,Watermelon leaf mottle virus,0
23994,Watermelon mosaic virus,3
23995,Watermelon silver mottle tospovirus,2
23996,Watermelon virus A,2
23997,Webervirus,0
23998,Weissella phage WCP30,2
23999,Weissella phage phiYS61,5
24000,Wellfleet Bay virus,2
24001,Wencheng Sm shrew coronavirus,2
24002,Wenilivirus,0
24003,Wenling banjofish picornavirus 1,0
24004,Wenling banjofish picornavirus 2,0
24005,Wenling bighead beaked sandfish picornavirus,0
24006,Wenling brown-lined puffer picornavirus,0
24007,Wenling callionymus kaianus calicivirus,0
24008,Wenling chelidoperca picornavirus,0
24009,Wenling chuvirus-like virus 1,1
24010,Wenling chuvirus-like virus 2,1
24011,Wenling crossorhombus picornavirus,0
24012,Wenling crustacean virus 1,1
24013,Wenling crustacean virus 10,1
24014,Wenling crustacean virus 11,1
24015,Wenling crustacean virus 12,1
24016,Wenling crustacean virus 13,1
24017,Wenling crustacean virus 14,1
24018,Wenling crustacean virus 15,1
24019,Wenling crustacean virus 2,1
24020,Wenling crustacean virus 3,1
24021,Wenling crustacean virus 4,1
24022,Wenling crustacean virus 5,1
24023,Wenling crustacean virus 6,1
24024,Wenling crustacean virus 7,0
24025,Wenling crustacean virus 8,0
24026,Wenling dimarhabdovirus 1,0
24027,Wenling dimarhabdovirus 10,0
24028,Wenling dimarhabdovirus 8,0
24029,Wenling dimarhabdovirus 9,0
24030,Wenling fish hepevirus,0
24031,Wenling fish picornavirus 1,0
24032,Wenling frogfish arenavirus 1,2
24033,Wenling frogfish arenavirus 2,2
24034,Wenling frogfish filovirus,0
24035,Wenling hagfish hantavirus,0
24036,Wenling hagfish influenza virus,0
24037,Wenling hepe-like virus 1,1
24038,Wenling hepe-like virus 2,1
24039,Wenling hepe-like virus 3,1
24040,Wenling hepe-like virus 4,1
24041,Wenling hoplichthys paramyxovirus,0
24042,Wenling hoplichthys picornavirus,0
24043,Wenling jack mackerels birnavirus,0
24044,Wenling jack mackerels picornavirus,0
24045,Wenling japanese topeshark birnavirus,0
24046,Wenling lepidotrigla picornavirus,0
24047,Wenling minipizza batfish hantavirus,0
24048,Wenling minipizza batfish reovirus 1,0
24049,Wenling minipizza batfish reovirus 2,0
24050,Wenling minipizza batfish reovirus 3,0
24051,Wenling minipizza batfish reovirus 4,0
24052,Wenling moray eel hepacivirus,0
24053,Wenling moray eel hepevirus,0
24054,Wenling narna-like virus 1,1
24055,Wenling narna-like virus 2,1
24056,Wenling narna-like virus 3,1
24057,Wenling narna-like virus 4,1
24058,Wenling narna-like virus 5,1
24059,Wenling narna-like virus 7,1
24060,Wenling narna-like virus 9,1
24061,Wenling picorna-like virus 1,1
24062,Wenling picorna-like virus 2,1
24063,Wenling picorna-like virus 3,1
24064,Wenling picorna-like virus 4,1
24065,Wenling picorna-like virus 5,1
24066,Wenling picorna-like virus 6,1
24067,Wenling picorna-like virus 7,1
24068,Wenling picorna-like virus 8,1
24069,Wenling picorna-like virus 9,1
24070,Wenling pleuronectiformes picornavirus,0
24071,Wenling rattails calicivirus 1,0
24072,Wenling rattails calicivirus 2,0
24073,Wenling rattails calicivirus 3,0
24074,Wenling rattails picornavirus,0
24075,Wenling samurai squirrelfish hepevirus,0
24076,Wenling scaldfish picornavirus 1,0
24077,Wenling scaldfish picornavirus 2,0
24078,Wenling scaldfish reovirus,0
24079,Wenling shark virus,2
24080,Wenling sobemo-like virus 1,1
24081,Wenling sobemo-like virus 2,1
24082,Wenling thamnaconus septentrionalis filovirus,0
24083,Wenling thamnaconus septentrionalis hepevirus,0
24084,Wenling thamnaconus septentrionalis picornavirus,0
24085,Wenling toga-like virus,1
24086,Wenling tombus-like virus 1,1
24087,Wenling tombus-like virus 2,1
24088,Wenling tombus-like virus 3,1
24089,Wenling tombus-like virus 4,1
24090,Wenling tombus-like virus 5,1
24091,Wenling toti-like virus 2,1
24092,Wenling yellow goosefish calicivirus,0
24093,Wenling yellow goosefish hantavirus,0
24094,Wenling zhaovirus-like virus 1,1
