scientific_name,taxonomic_id,rank,atacama_desert___id_10360,hawaii_volcanic_soil___id_1579,panama_soil___id_1716,canadian_metamicrobiome___id_632,serpentinite_hosted_microbiome___id_713,polluted_polar_coastal_sediments___id_1198,mcmurdo_lakes___id_638,great_lake_microbiome___id_1041,global_coral_microbiome_project___id_10895,tara_counts,vulcano_counts,polar_counts,phyllo_counts,panama_counts,lakes_counts,hawaii_counts,costa_counts,air_counts,arabic_counts,thar_counts,antarctic_counts,virus_name,virus_lineage,kegg_genome,kegg_disease,disease,host_name,host_lineage,sample_type,microbe_id,gram_stain,human_disease_causing,antimicrobial_susceptibility,optimal_temperature,extreme_environment,biofilm_forming,optimal_ph,animal_pathogen,spore_forming,pathogenicity,plant_pathogen
Streptococcus virus 858,459845,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus 858,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi11virus",,,,Streptococcus thermophilus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,,,,,,,,,,,,,
Streptococcus virus 9871,1814957,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus 9871,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,"Streptococcus thermophilus, Streptococcus","Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae, Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus",,,,,,,,,,,,,
Streptococcus virus 9872,1814958,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus 9872,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,"Streptococcus thermophilus, Streptococcus","Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae, Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus",,,,,,,,,,,,,
Streptococcus virus 9873,1814959,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus virus 9874,1814960,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus 9874,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,"Streptococcus thermophilus, Streptococcus","Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae, Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus",,,,,,,,,,,,,
Streptococcus virus ALQ132,682370,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus ALQ132,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi11virus",,,,Streptococcus thermophilus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,,,,,,,,,,,,,
Streptococcus virus C1,230871,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus C1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Picovirinae; P68virus",,,,"""Streptococcus sp. group C""",Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,,,,,,,,,,,,,
Streptococcus virus Cp1,1982584,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus virus Cp7,1982585,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus virus DT1,90410,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus DT1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi21dt1virus",,,,Streptococcus thermophilus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,,,,,,,,,,,,,
Streptococcus virus MS1,1962672,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus virus O1205,85154,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus O1205,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi11virus",,,,Streptococcus thermophilus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,,,,,,,,,,,,,
Streptococcus virus SPQS1,1982381,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus virus Sfi11,78541,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus Sfi11,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi11virus",,,,Streptococcus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae,,,,,,,,,,,,,
Streptococcus virus Sfi19,72638,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus Sfi19,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi21dt1virus",,,,Streptococcus thermophilus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,,,,,,,,,,,,,
Streptococcus virus Sfi21,64186,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus Sfi21,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi21dt1virus",,,,Streptococcus thermophilus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,,,,,,,,,,,,,
Streptococcus virus phiAbc2,633135,species,,,,,,,,,,,,,,,,,,,,,,Streptococcus virus phiAbc2,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi21dt1virus",,,,Streptococcus thermophilus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,,,,,,,,,,,,,
Streptomyces phage AbbeyMikolon,2059880,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Abt2graduatex2,2041353,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Alsaber,2053672,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Amethyst,2041205,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Annadreamy,2250335,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Asten,2510513,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Attoomi,2059881,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Austintatious,2500795,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage BRock,1913591,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage BabyGotBac,1933692,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage BartholomewSD,2510587,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage BayC,2182342,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage BeardedLady,2024286,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage BillNye,2079426,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Bioscum,1920307,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Birchlyn,2588141,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Blueeyedbeauty,2250336,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage BoomerJR,2502449,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Bovely,2510514,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Bowden,2510524,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Brataylor,1873994,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage BryanRecycles,2024287,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Caelum,2530160,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Celeste,2024288,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Chymera,1821728,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Circinus,2562189,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Comrade,2301714,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Crosby,2250337,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Darolandstone,2315716,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Dattran,2024289,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Daudau,2041206,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Diane,2041207,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage EGole,2517973,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Eddasa,2182318,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Euratis,2510569,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage FlowerPower,2182408,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Forthebois,2562185,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Genie2,2502445,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Gibson,2500796,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Gilson,2488789,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Goby,2182319,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Godpower,1873995,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Haizum,2283302,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Hank144,2301573,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage HaugeAnator,2060086,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Heather,2562343,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Henoccus,2201346,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Hiyaa,2499072,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage HotFries,2182396,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Ibantik,2182397,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage IceWarrior,2510515,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Ididsumtinwong,1920308,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Immanuel3,2053813,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Indigo,2510516,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage JackieB,2201347,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Janus,2510525,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Jash,2024291,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Joe,1913034,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage JustBecause,2315618,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Karimac,2283303,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Kradal,2562187,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Kromp,2315619,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage LazerLemon,2201348,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage LibertyBell,2301574,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Lilbooboo,2510571,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Lorelei,1873996,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage LukeCage,2283304,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Madamato,2510517,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Maih,1775283,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Maneekul,2182320,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Manuel,2053812,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Microdon,2315717,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Mischief19,2562344,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Mojorita,1920309,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Moozy,2182399,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Nabi,2182321,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Namo,2510518,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Nanodon,1873777,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces phage Nanodon,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Arquatrovirinae; Likavirus; unclassified Likavirus",,,,"Streptomyces, Streptomyces griseus","Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae, Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup",,,,,,,,,,,,,
Streptomyces phage Nerdos,2510519,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Nesbitt,2108133,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Nishikigoi,2510526,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Olicious,2488981,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Oliynyk,2024292,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage OlympicHelado,1897524,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Omar,2059882,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Ozzie,2024293,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage OzzyJ,2079428,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Paedore,2108134,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage PapayaSalad,1920310,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage PherryCruz,2562345,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Picard,1920311,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Popy,2510520,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Rainydai,2182404,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Raleigh,1920312,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Rana,2182322,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage RavenPuff,2182405,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage RemusLoopin,2562346,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Romero,2060088,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage RosaAsantewaa,2562347,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Rowa,2059883,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage SF1,1690817,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces phage SF1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,Streptomyces flavovirens,Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces flavovirens subgroup,,,,,,,,,,,,,
Streptomyces phage SF3,1690818,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces phage SF3,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,Streptomyces flavovirens,Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces flavovirens subgroup,,,,,,,,,,,,,
Streptomyces phage SV1,1204525,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces phage SV1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,Streptomyces venezuelae,Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces,,926.0,,Maybe,,,Mesophiles,,,Maybe Not,,,Maybe Not
Streptomyces phage Salete,2182343,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Satis,2283264,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Sebastisaurus,2510572,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage SendItCS,2182407,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Shawty,2510521,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage SparkleGoddess,2283305,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Spectropatronm,2024285,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage SqueakyClean,2041208,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage StarPlatinum,2283265,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Starbow,2283266,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Sushi23,2015806,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Tefunt,2041209,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Teutsch,2510588,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage TinaBelcher,2510527,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage ToastyFinz,1965452,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Toma,2182323,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage ToriToki,2060089,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage TrvxScott,2301575,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage UNTPL,2201349,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage VWB,10702,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces phage VWB,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,Streptomyces venezuelae,Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces,,3971.0,,,,,Mesophiles,Never,,Maybe Not,Never,,Maybe Not
Streptomyces phage Vash,2510568,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage WRightOn,2053723,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Warpy,2015805,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Wentworth,2126735,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage WheeHeim,2500797,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Wofford,2283267,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Xkcd426,1784947,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Yaboi,2301621,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Yara,2126736,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage Yosif,2201421,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage ZL12,2570911,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage ZooBear,2060090,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage mu1/6,370623,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces phage mu1/6,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",,,,"Streptomyces, Kitasatospora aureofaciens","Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Kitasatospora, Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae",,,,,,,,,,,,,
Streptomyces phage phiK38-1,374421,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces phage phiSAJS1,1755682,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces phage phiSAJS1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Ydn12virus; unclassified Ydn12virus",,,,"Streptomyces, Streptomyces avermitilis","Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae, Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces",,,,,,,,,,,,,
Streptomyces phage phiSASD1,747763,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces phage phiSASD1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phic31virus; unclassified Phic3unalikevirus",,,,Streptomyces avermitilis,Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces,,6698.0,,,,,Mesophiles,Never,,Maybe Not,Never,,Maybe Not
Streptomyces phageBT1,1819242,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Aaronocolus,1982884,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Amela,1982882,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Bing,2560785,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Caliburn,1982885,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Danzina,1982886,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus ELB20,1982893,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Hydra,1982887,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Izzy,1982888,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Jay2Jay,2560786,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Lannister,1982889,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Lika,1982890,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Mildred21,2560787,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus NootNoot,2560788,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Paradiddles,2560789,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Peebs,2560790,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus R4,1982894,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Samisti12,2560791,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Scap1,2560792,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus Sujidade,1982891,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptomyces virus TG1,374422,species,,,,,,,,,,,,,,,,,,,,,,Streptomyces virus TG1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Phic31virus",,,,"Streptomyces cattleya, Streptomyces avermitilis",Bacteria; Actinobacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces,,,,,,,,,,,,,
