scientific_name,taxonomic_id,rank,air_counts,alfisols,andisols,animal_pathogen,antarctic_counts,antimicrobial_susceptibility,arabic_counts,atacama_desert___id_10360,biofilm_forming,canadian_metamicrobiome___id_632,costa_counts,depth/altitude,drylands,entisols,extreme_environment,gelisols,genome_availability,global_coral_microbiome_project___id_10895,gram_stain,great_lake_microbiome___id_1041,hawaii_counts,hawaii_volcanic_soil___id_1579,high_ph,host_lineage,host_name,human_disease_causing,human_microbiome_body_site,inceptisols,lakes_counts,latitude,longitude,low_ph,low_productivity,mcmurdo_lakes___id_638,microbe_id,mollisols,optimal_ph,optimal_temperature,panama_counts,panama_soil___id_1716,pathogenicity,phyllo_counts,plant_pathogen,polar_counts,polluted_polar_coastal_sediments___id_1198,salinity_concentration/range(w/v),sand_rock_ice,serpentinite_hosted_microbiome___id_713,spore_forming,tara_counts,thar_counts,trophic_level,ultisols,vertisols,virus_lineage,virus_name,vulcano_counts
Veillonella sp. ICM51a,936591,species,,,,,,,,,,,,,,,,,,,,,,,,,,,not-specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veillonella tobetsuensis,1110546,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veillonellaceae,31977,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veillonellaceae bacterium DNF00626,1588754,species,,,,,,,,,,,,,,,,,,,,,,,,,,,urogenital-tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veillonellaceae bacterium DNF00751,1384082,species,,,,,,,,,,,,,,,,,,,,,,,,,,,urogenital-tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veillonellaceae bacterium KA00182,1588748,species,,,,,,,,,,,,,,,,,,,,,,,,,,,urogenital-tract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veillonellales,1843489,order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venenivibrio,407997,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venteria,335967,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venteria marina,335971,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventosimonadaceae,1827282,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventosimonas,1827307,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventosimonas gracilis,1680762,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verminephrobacter,364316,genus,0.0,,,,55.0,,0.0,0.0,,0.0,1.0,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,,,,0.0,,,,,35.0,0.0,,0.0,,246.0,0.0,,,3.0,,2.0,1.0,,,,,,0.0
Verminephrobacter aporrectodeae,1110389,species,,,,,,,,,,,,,,,,,,,Negative,,,,,,,Maybe,,,,,,,,,3814.0,,,,,,,,,,,,,,,,,,,,,,
Verminephrobacter eiseniae,364317,species,,,,,,,,,,,,,,,,,,,Negative,,,,,,,Maybe,,,,,,,,,4244.0,,,,,,,,,,,,,,,,,,,,,,
Vermiphilus,1763546,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermiphilus pyriformis,1763547,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verrucobacter,2576070,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verrucobacter flavum,2576071,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verrucomicrobia,74201,phylum,,,,,,,,,,,,,,,,,,,,,,,,Bacteria,Verrucomicrobia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae",Verrucomicrobia phage P8625,
Verrucomicrobia subdivision 3,134621,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verrucomicrobia subdivision 6,134627,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verrucomicrobiaceae,203557,family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verrucomicrobiae,203494,class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verrucomicrobiae bacterium DG1235,382464,species,,,,Maybe Not,,Maybe Not,,,,,,,,,Extremophile,,,,Negative,,,,,,,Sometimes,,,,,,,,,5348.0,,,,,,1.0,,Maybe Not,,,,,,,,,,,,,,
Verrucomicrobiales,48461,order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verrucomicrobium,2735,genus,0.0,,,,100975.0,,1.0,0.0,,12.0,1.0,,,,,,,2.0,,12.0,0.0,1.0,,,,,,,20.0,,,,,0.0,,,,,0.0,0.0,,0.0,,22997.0,6.0,,,610.0,,0.0,0.0,,,,,,7.0
Verrucomicrobium sp. 3C,1134055,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heterotroph,,,,,
Verrucomicrobium spinosum,2736,species,,,,Maybe Not,,Maybe Not,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,3695.0,,,34.0,,,1.0,,Maybe Not,,,,,,,,,,,,,,
Verrucosispora,84593,genus,0.0,,,,84.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,2.0,0.0,,,,,,,1.0,,,,,0.0,,,,,0.0,0.0,,2.0,,0.0,0.0,,,1.0,,0.0,130.0,,,,,,0.0
Verrucosispora maris,1003110,species,,,,Maybe Not,,Sometimes,,,,,,,,,Mesophiles,,,,Positive,,,,,,,Maybe,,,,,,,,,3689.0,,,29.0,,,1.0,,Maybe Not,,,,,,Always,,,,,,,,
Verticiella,1835332,genus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verticiella sediminum,1247510,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio,662,genus,0.0,,,,72.0,,1.0,0.0,,0.0,1.0,,,,,,,0.0,,0.0,0.0,3.0,,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae,Vibrio,,,,1.0,,,,,0.0,,,,,0.0,0.0,,124.0,,99.0,0.0,,,21.0,,24838.0,0.0,,,,"Viruses; ssDNA viruses; Inoviridae; unassigned Inoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Schizot4virus; Vibrio virus KVP40, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Msw3virus; unclassified Msw3virus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; unclassified Vp5virus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Muvirus; unclassified Muvirus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage X29, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; Hp1virus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Peduovirinae; Hp1virus; unclassified Hp1virus, Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Kf1virus; unclassified Kf1virus","Vibrio phage douglas 12A4, Vibrio phage CP-T1, Vibrio virus Kappa, Listonella phage phiHSIC, Vibrio phage helene 12B3, Vibrio phage phi 2, Vibrio phage VPMS1, Vibrio phage VPUSM 8, Vibrio phage J2, Vibrio phage QH, Vibriophage VP4, Vibrio virus CTXphi, Vibrio phage VBM1, Vibrio phage VBP47, Vibrio phage SIO-2, Vibrio phage PVA1, Vibrio phage KVP40, Vibrio phage CHOED, Vibrio phage martha 12B12, Vibrio phage qdvp001, Vibrio phage 11895-B1, Vibrio phage henriette 12B8",238.0
Vibrio adaptatus,679,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio aerogenes,92172,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio aestivus,1117706,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio aestuarianus,28171,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio agarivorans,153622,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio alfacsensis,1074311,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio alginolyticus,663,species,,,,,,,,,,,,,,,Extremophile,,,,Negative,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Vibrio alginolyticus,,,,,,,,,,3515.0,,,,,,2.0,,,,,,,,,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; Sp6virus; unclassified Sp6virus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae","Vibrio phage PVA1, Vibrio phage AS51, Vibrio phage phi-A318",
Vibrio algivorus,1667024,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio algoinfesta,1123945,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio algosus,431776,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio anguillarum,55601,species,,,,,,,,,,,,,,,,,,,Negative,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio,Vibrio anguillarum,,,,,,,,,,5800.0,,,,,,,,,,,,,,,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae",Vibrio phage CHOED,
Vibrio antiquarius,150340,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio aphrogenes,1891186,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio areninigrae,472186,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio artabrorum,446374,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio atlanticus,693153,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio atypicus,558271,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio azureus,512649,species,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,3367.0,,,,,,,,,,,,,,,,,,,,,,
Vibrio barjaei,1676683,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio bivalvicida,1276888,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio brasiliensis,170652,species,,,,,,,,,Always,,,,,,,,,,Negative,,,,,,,,,,,,,,,,5349.0,,,,,,,,,,,,,,,,,,,,,,
Vibrio breoganii,553239,species,,,,,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,4561.0,,,,,,,,,,,,,,,,,,,,,,
Vibrio campbellii,680,species,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,2285.0,,,,,,,,,,,,,,,,,,,,,,
Vibrio caribbeanicus,701175,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio casei,673372,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio celticus,446372,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio chagasii,170679,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cholerae,666,species,,,,Maybe Not,,,,,Always,,,,,,Mesophiles,,,,Negative,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio,Vibrio cholerae,Maybe,,,,,,,,,227.0,,,20.0,,,2.0,,Maybe Not,,,,,,Never,,,,,,"Viruses; ssDNA viruses; Inoviridae; unassigned Inoviridae, Viruses; ssDNA viruses; Inoviridae; Fibrovirus; unclassified Fibrovirus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; Vibrio virus VP5, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Msw3virus; unclassified Msw3virus, Viruses; ssDNA viruses; Inoviridae; unassigned Inoviridae; Vibrio virus KSF1, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; unclassified Vp5virus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Vp5virus; Vibrio virus VP2, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; unclassified Podoviridae; Vibrio phage ICP2, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus, Viruses; ssDNA viruses; Inoviridae; unassigned Inoviridae; Vibrio virus VCY, Viruses; ssDNA viruses; Inoviridae; Fibrovirus; Vibrio virus VGJ, Viruses; dsDNA viruses, no RNA stage; Tectiviridae; Alphatectivirus; Pseudomonas virus PRD1, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus; Vibriophage VP4, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; unclassified Myoviridae; Vibrio phage ICP1, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus; unclassified T7virus; Vibrio phage ICP3","Enterobacteria phage PRD1, Vibrio phage ICP1_2005_A, Vibrio phage CP-T1, Vibrio phage phi 3, Vibrio phage VP5, Vibrio phage VCO139, Vibrio phage ICP1_2006_B, Vibrio phage H1, Vibrio phage ICP3_2007_A, Vibrio phage VEJphi, Vibrio phage J2, Vibrio phage VP3, Vibrio phage phi 1, Vibrio phage VGJphi, Vibrio phage ICP1_2006_D, Vibrio phage ICP3, Vibrio phage 24, Vibrio phage H3, Vibrio phage ICP1_2001_A, Vibrio phage QH, Vibrio phage vB_VchM-138, Vibrio virus CTXphi, Vibrio phage ICP2, Vibrio phage ICP1_2006_A, Vibrio phage VP2, Vibrio phage CJY, Vibrio phage H2 SGB-2014, Vibrio phage JA-1, Vibrio phage ICP2_2011_A, Vibrio phage ICP1, Vibrio phage ICP3_2009_B, Vibrio phage X29, Vibrio phage KSF1, Vibrio phage ICP1_2006_C, Vibrio phage ICP3_2008_A, Vibrio phage ICP2_2006_A, Vibrio phage VCY-phi, Vibrio phage ICP2_2013_A_Haiti, Vibrio phage ICP1_2004_A, Vibrio phage J3",
Vibrio cidicii,1763883,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cincinnatiensis,675,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio comitans,413401,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio coralliilyticus,190893,species,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,3421.0,,,,,,,,,,,,,,,,,,,,,,
Vibrio coralliirubri,1516159,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cortegadensis,1328770,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio crassostreae,246167,species,,,,Sometimes,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,,,,,,,,,,7310.0,,,,,,,,,,,,,,,,,,,,,,
Vibrio crosai,1004322,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio cyclitrophicus,47951,species,,,,Sometimes,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,3837.0,,,,,,,,Maybe Not,,,,,,,,,,,,,,
Vibrio cyclosites,683,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio diabolicus,50719,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio diabolicus subgroup,2315253,species subgroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio equatorialis,190896,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio equitatus,1123980,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio europaeus,300876,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio ezurae,252583,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,2249.0,,,,,,,,Maybe Not,,,,,,,,,,,,,,
Vibrio fluvialis,676,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fortis,212667,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fortis/pelagia,875945,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio fujianensis,1974215,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio furnissii,29494,species,,,,Sometimes,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,3299.0,,,,,,1.0,,Maybe Not,,,,,,Never,,,,,,,,
Vibrio galatheae,579748,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio gallaecicus,552386,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio gallicus,190897,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio gangliei,2077090,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio gazogenes,687,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,2677.0,,,,,,,,Sometimes,,,,,,,,,,,,,,
Vibrio gigantis,296199,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio halioticoli,71388,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,4948.0,,,,,,,,Maybe Not,,,,,,,,,,,,,,
Vibrio hangzhouensis,462991,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio harveyi,669,species,,,,Sometimes,,,,,,,,,,,Mesophiles,,,,Negative,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Vibrio harveyi,Maybe,,,,,,,,,920.0,,,,,,2.0,,Maybe Not,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Schizot4virus; unclassified Schizot4virus, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae, Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Vhmlvirus; Vibrio virus VHML","Vibrio phage VHML, Vibrio phage VH7D, Vibrio phage 1",
Vibrio harveyi group,717610,species group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio hepatarius,171383,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio hippocampi,654686,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio hyugaensis,1534743,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio ichthyoenteri,142461,species,,,,Sometimes,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,885.0,,,,,,2.0,,Maybe Not,,,,,,,,,,,,,,
Vibrio indicus,398735,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio inusitatus,413402,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio ishigakensis,1481914,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio japonicus,1824638,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio jasicida,766224,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio kanaloae,170673,species,,,,Maybe Not,,,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,6967.0,,,,,,,,Maybe Not,,,,,,,,,,,,,,
Vibrio lentus,136468,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio litoralis,335972,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio madracius,1342818,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio maerlii,2231648,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio mangrovi,474394,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio maritimus,990268,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio mediterranei,689,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio metoecus,1481663,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio metschnikovii,28172,species,,,,Sometimes,,Sometimes,,,,,,,,,Mesophiles,,,,Negative,,,,,,,Sometimes,,,,,,,,,3853.0,,,,,,2.0,,Maybe Not,,,,,,Never,,,,,,,,
Vibrio mexicanus,1004326,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio midae,317584,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio mimicus,674,species,,,,Sometimes,,Sometimes,,,Always,,,,,,Mesophiles,,,,Negative,,,,,,,Sometimes,,,,,,,,,7580.0,,,,,,2.0,,Maybe Not,,,,,,Never,,,,,,,,
Vibrio mytili,50718,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio natriegens,691,species,,,,Maybe Not,,,,,Always,,,,,,Mesophiles,,,,Negative,,,,,Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group,Vibrio natriegens,Maybe,,,,,,,,,5847.0,,,,,,,,Maybe Not,,,,,,Never,,,,,,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; Schizot4virus; Vibrio virus nt1, Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages","Vibrio phage nt-1, Vibrio phage PWH3a-P1",
Vibrio navarrensis,29495,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio neocaledonicus,1208308,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio neonatus,278860,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio neptunius,170651,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio nereis,693,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vibrio nigripulchritudo,28173,species,,,,Sometimes,,,,,Always,,,,,,Mesophiles,,,,Negative,,,,,,,Maybe,,,,,,,,,6271.0,,,,,,,,Maybe Not,,,,,,Never,,,,,,,,
Vibrio oceanisediminis,1550030,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
