Genus,Atacama.Desert...ID.10360,Hawaii.Volcanic.Soil...ID.1579,Panama.Soil...ID.1716,Canadian.MetaMicrobiome...ID.632,Serpentinite.Hosted.Microbiome...ID.713,Polluted.Polar.Coastal.Sediments...ID.1198,McMurdo.Lakes...ID.638,Great.Lake.Microbiome...ID.1041,Global.Coral.Microbiome.Project...ID.10895,Tara.Counts,Vulcano.Counts,Polar.Counts,Phyllo.Counts,Panama.Counts,Lakes.Counts,Hawaii.Counts,Costa.Counts,Air.Counts,Arabic.Counts,Thar.Counts,Antarctic.Counts
Flavivirga,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
Flavobacterium,5,55,3,28,3246,6,23,28,21,6873,2041,127926,1,448,68233,5,699,117,169,5,3992678
Flavonifractor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Flectobacillus,0,0,0,0,506,2,2,0,0,0,364,343,306,0,2,0,0,0,0,0,16968
Flexibacter,1,2,4,8,8323,2,5,8,2,173,0,17,0,0,0,0,0,0,0,0,142285
Flexispira,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Flexistipes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flexithrix,12,4,3,2,865,4,10,2,2,27,2,30,0,0,0,0,0,0,0,3,218
Flexivirga,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Flintiella,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fluviicola,0,0,0,0,0,0,0,0,0,13743,605,17489,70,27,325438,0,0,0,0,28,130442
Fodinibacter,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Fodinicola,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Fodinicurvata,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Fontibacter,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
Formivibrio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Formosa,0,0,0,0,0,0,0,0,0,12330,0,74,0,0,0,0,0,0,0,0,13
Fragaria,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francisella,0,0,0,0,1,0,0,0,0,208,0,36,0,0,0,0,0,0,0,0,649
Frankia,6,13,15,1,734,2,5,1,6,12,1,15,0,64,3,0,0,0,0,13,323
Frateuria,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Friedmanniella,0,0,0,0,0,0,0,0,0,15,0,0,270,0,0,0,0,4,1,0,0
Frigoribacterium,0,0,0,0,68,0,0,0,0,287,0,0,120,0,0,0,0,0,0,0,0
Fritschea,0,0,0,0,0,0,0,0,0,0,0,340,1,0,0,0,0,0,0,0,0
Frondihabitans,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0
Fructobacillus,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0
Frullania,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FS140-16B-02 marine group,0,0,0,0,0,0,0,0,0,5033,0,0,0,0,0,0,0,0,0,0,0
Fulvibacter,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,53
Fulvimarina,0,0,0,0,2,0,0,0,0,263,0,1115,0,0,0,0,0,0,0,0,3492
Fulvimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Fulvivirga,0,0,0,0,0,0,0,0,0,22,0,120,0,0,0,0,0,0,0,0,22641
Fusibacter,0,0,0,0,0,0,0,0,0,74,1,14562,0,0,0,0,3,0,0,0,18
Fusobacterium,0,2,0,6,5,1,2,6,2,53,1,3,93,0,47,1,0,0,0,1,13
G07,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0
G1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Gaetbulibacter,0,0,0,0,0,0,0,0,0,247,0,490,0,0,0,0,0,0,0,0,5351
Gaetbulicola,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0
Gaiella,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GAL15,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Galbibacter,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
Gallaecimonas,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Gallibacterium,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gallicola,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Gallionella,0,0,0,0,0,0,0,0,0,15,115,9671,18,4,5,1,3,0,1,22,6767
Gallus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gammarus,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garciella,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5
Gardnerella,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gas,0,0,0,0,0,0,0,0,0,0,0,11552,0,0,0,0,0,0,0,0,5165
Gayadomonas,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Geitlerinema,0,0,0,0,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelidibacter,0,0,0,0,0,0,0,0,0,96,0,305,0,0,0,0,0,0,0,0,1
Gelria,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
Gemella,0,0,0,1,11,0,2,1,0,11,0,0,0,0,0,0,0,0,0,0,0
Geminicoccus,0,0,0,2,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Geminigera,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gemmata,106,197,45,1,5595,0,1,1,0,4,33,6,0,992,443,14,7,0,1,474,260
Gemmatimonas,67,95,48,8,15819,3,84,8,45,12,23,1099,6,30,4920,2746,8,0,2,23,7360
Gemmobacter,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0
Geoalkalibacter,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
Geobacillus,0,2,0,0,205,0,0,0,1,38,0,11,2,2,1,5950,0,3,0,6,257
Geobacter,0,0,0,0,9,0,0,0,0,52,242,195226,41,883,11,132,59,0,4,2,252
Geodermatophilus,13,4,11,1,245,1,8,1,0,18,2,19,13,3,15,604,0,7,0,1927,1447
Geopsychrobacter,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Georgenia,0,0,0,0,0,0,0,0,0,2,1,1,29,0,1,0,0,0,0,3,111
Georgfuchsia,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,0,0,0,0,0
Geosporobacter_Thermotalea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,5
Geothermobacter,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,1,0,0,0,0
Geothrix,0,0,0,0,0,0,0,0,0,0,16,354,1,34,1,0,7,0,3,0,0
Geranium,0,0,0,0,4,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0
Gibberella,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giesbergeria,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,4
Gilliamella,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Gillisia,0,0,0,0,0,0,0,0,0,410,0,37629,0,0,1,395,0,1,0,0,383
Gilvibacter,0,0,0,0,0,0,0,0,0,1269,0,143,0,0,0,0,0,0,0,0,524
Gilvimarinus,0,0,0,0,0,0,0,0,0,87,0,3,0,0,0,0,0,0,0,0,1
Ginkgo,0,0,0,0,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GKS98 freshwater group,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
Glaciecola,0,0,1,0,205,2,1,0,0,8853,223,4134,0,0,0,0,0,0,0,0,2098
Glaciibacter,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0,0,0
Glaciimonas,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Glaucocystis,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gleocapsa,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Gloeobacter,0,0,0,0,0,0,0,0,0,186,5,4,0,0,1,0,3,0,0,0,0
Gloeotrichia,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,2
Gluconacetobacter,0,0,0,0,3,0,0,0,0,7,2,0,31,0,0,1,0,0,0,0,0
Gluconobacter,0,0,0,0,41,0,0,0,0,0,0,0,38,1,0,2135,0,0,0,0,0
Glycomyces,19,9,2,0,740,0,2,0,1,0,0,0,1,0,1,14,0,0,0,0,19
Glyptostrobus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gordonia,0,1,0,0,7,2,0,0,0,377,0,23,13,1,0,0,0,0,0,5,1
Gorilla,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gossypium,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOUTA19,0,0,0,0,0,0,0,0,0,0,14,885,1,21,1,0,0,0,0,0,0
Gracilibacillus,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Gracilibacter,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2
Gracilimonas,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0
Gramella,0,0,0,0,0,0,0,0,0,4173,0,69,0,0,0,0,0,0,0,0,641
Grammonema,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Granulibacter,1,1,0,3,5,0,0,3,0,2,0,2,2,0,10,2,0,0,0,0,1
Granulicatella,0,0,0,1,2,0,1,1,0,21,1,9,0,0,20,0,0,0,0,0,77
Granulicella,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,423,0,0,0,0,0
Granulicoccus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Granulosicoccus,0,0,0,0,0,0,0,0,0,1958,0,0,0,0,0,0,0,0,0,0,0
Grevillea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Grimontia,0,0,0,0,0,0,0,0,0,294,1,0,0,0,0,0,0,0,0,0,0
Gryllotalpicola,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Guggenheimella,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0
Guillardia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GW-34,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2
Gyrocarpus,0,0,0,0,0,0,0,0,0,0,0,0,38,0,4,9,0,0,0,17,0
HA73,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Haematobacter,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
Haemophilus,0,0,0,0,0,0,0,0,0,108,1,1,7,1,112,620,0,6,0,2,71
Haererehalobacter,0,0,0,0,0,0,0,0,0,0,6,2,410,0,0,0,0,0,0,0,90
Hafnia,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Hahella,0,0,0,0,0,0,0,0,0,58,0,141,0,0,0,0,1,0,0,0,16
Haladaptatus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Halalkalibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Haliangium,0,2,2,0,27,0,3,0,1,254,0,7,0,8,0,2,2,0,0,45,11
Haliea,0,0,0,0,0,0,0,0,0,2910,0,0,0,0,0,0,0,0,0,0,0
Halioglobus,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0
Haliscomenobacter,0,0,0,0,0,0,0,0,0,0,72,200,1,0,2,0,0,0,0,0,6
Haloarcula,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,4,0,0,0,0,0
Halobacillus,0,0,0,0,42,0,0,0,0,4,0,9,0,0,0,0,0,0,0,2,1
Halobacterium,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Halochromatium,0,0,0,0,0,0,0,0,0,122,0,111,0,0,0,0,0,0,0,0,0
Halococcus,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
Haloferax,0,0,0,0,0,0,0,0,0,64,0,1,0,0,0,0,0,0,0,0,0
Haloferula,0,0,0,0,0,0,0,0,0,271,1,1691,0,0,0,0,0,0,0,0,44
Halogeometricum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Halogranum,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Halolactibacillus,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Halolamina,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Halomarina,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Halomicronema,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Halomonas,0,0,1,0,104,0,4,0,0,34123,14,272,1,0,6,1176,0,0,0,0,2731
Halonotius,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3197,0,0,0,0,0
Haloplasma,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Haloquadratum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Halorhabdus,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Halorhodospira,0,0,0,0,3,0,0,0,0,2,0,365,3,0,0,27,7,0,5,0,7
Halorientalis,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Halorubrum,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0
Halosarcina,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Halospina,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Halotalea,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Haloterrigena,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
Halothiobacillus,0,0,0,0,17,0,0,0,0,18,3,79,0,0,0,232,1,0,0,0,31
Halovibrio,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
Hansschlegelia,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Haplomitrium,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hartmannella,1,0,0,0,54,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HB118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB2-32-21,0,0,0,0,0,0,0,0,0,0,0,13744,1,0,0,0,16,0,26,0,162
Helcobacillus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Helcococcus,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Helicobacter,0,0,0,1,16,0,0,1,0,1,0,3,0,1,5,0,0,0,0,0,0
Helicosporidium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heliobacterium,4,19,2,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hellea,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0
Henriciella,0,0,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0
Herbaspirillum,1,0,0,0,15,0,0,0,0,232,0,23,0,22,1,5,0,0,0,0,2
Herbiconiux,0,0,0,0,0,0,0,0,0,1602,0,0,0,0,0,0,0,0,0,0,0
Herbidospora,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
Herminiimonas,0,0,0,0,0,0,0,0,0,57,22,3,5,0,66,32,0,0,0,0,148
Herpetosiphon,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heteroC45_4W,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,7002,0,0,0,2,1
hgcI clade,0,0,0,0,0,0,0,0,0,3760,0,0,0,0,0,0,0,0,0,0,0
Hirschia,0,0,0,0,1,0,0,0,0,27,4,167,0,0,0,1,3,0,1,0,2438
Hoeflea,0,0,0,0,2,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,34
Holdemania,0,2,0,0,16,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0
Holophaga,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Homo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hortonia,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HotSeep-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HTCC,0,0,0,0,0,0,0,0,0,0,36,6334,1,0,7162,11,0,2,2,0,212662
HTCC2207,0,0,0,0,0,0,0,0,0,0,712,543,0,0,0,0,63,0,3,0,22932
Humibacter,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0
Hyalodiscus,0,0,0,4,83,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyaloscypha,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Hydnora,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydra,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrocarboniphaga,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,0,174
Hydrocoleum,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Hydrodictyon,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Hydrogenoanaerobacterium,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hydrogenobacter,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Hydrogenophaga,0,0,0,0,2,0,0,0,0,29,18,16023,190,7,39,8528,19,1,5,21,1239037
Hydrogenophilus,0,0,0,0,0,0,0,0,0,5,0,0,13,0,1,20,0,27,0,0,6
Hydrogenothermus,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Hydrogenovibrio,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Hydropisphaera,2,0,0,0,11,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Hydrotalea,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
Hylemonella,0,0,0,0,0,0,0,0,0,4,0,2070,39,234,0,0,0,67,0,6,2453
Hymenobacter,3,17,0,4,445,1,6,4,6,242,11,801,12216,2,110,23,0,19,4,13,554
Hyphomicrobium,2,3,0,0,45,0,0,0,0,139,64,2259,10,375,1998,445,57,33,18,7,32215
Hyphomonas,0,0,0,0,1,0,0,0,0,2184,2,6164,0,0,9,0,7,0,0,0,380804
Hypogymnia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyunsoonleella,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,4
I-8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Iamia,0,0,0,0,0,0,0,0,0,1025,4,227,10,50,10022,11,6,0,14,8,5241
Ideonella,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Idiomarina,0,0,0,0,20,1,0,0,0,8083,7,3,0,0,0,0,0,0,0,0,3
Ignatius,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ignatzschineria,0,1,0,0,19,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0
Ignavibacterium,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,6,0,0,0,0
Ignicoccus,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Ignisphaera,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ilumatobacter,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0
Imantonia,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Imtechella,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,43
Incertae Sedis,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0
Inhella,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Inquilinus,0,0,0,0,0,0,0,0,0,45,0,309,0,18,3,159852,8,0,11,84,207
Insolitispirillum,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Isoetes,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isoptericola,0,0,0,0,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Isosphaera,24,52,15,0,282,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ixodes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaaginema,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Janibacter,2,0,0,2,330,0,1,2,0,11,0,5,11,1,0,13,0,0,0,0,38
Jannaschia,0,0,0,0,1,0,0,0,0,246,3,8,0,0,0,10,0,0,0,0,22
Janthinobacterium,0,0,0,0,9,0,0,0,0,30,22,188,73,54,5,0,2,3,27,5,67
Jasminum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jejuia,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
Jeotgalibacillus,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
Jeotgalicoccus,0,0,0,0,0,0,0,0,0,22,0,0,50,0,6,0,0,0,0,0,16
JG37-AG-70,0,0,0,0,0,0,0,0,0,0,11,0,0,0,81,70,4,0,5,1,2
Jiangella,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JL-ETNP-F27,0,0,0,0,0,0,0,0,0,4307,0,0,0,0,0,0,0,0,0,0,0
Jonesia,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,1,0,4,0,6
Joostella,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0
JTB248,0,0,0,0,0,0,0,0,0,0,8,471,0,0,0,0,0,0,0,0,2
Juniperus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K82,0,0,0,0,0,0,0,0,0,0,3,431,0,1,1,4164,0,0,0,0,863
Kaistia,0,0,0,0,0,0,0,0,0,36,0,28,4,7,0,3,4,0,5,0,21
Kaistibacter,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1
Kaistobacter,0,0,0,0,0,0,0,0,0,0,24,5092,175,2269,71,7,2,2,683,1032,13475
Kangiella,0,0,0,0,1,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0
KD1-23,0,0,0,0,0,0,0,0,0,0,0,221,258,1,7,0,0,0,0,3,786
Kerstersia,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
Ketogulonicigenium,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Kibdelosporangium,3,3,0,0,1,0,0,0,0,3,1,0,0,17,0,8,0,0,0,53,193
Kiloniella,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0
Kineococcus,1,0,0,0,29,0,0,0,0,0,2,27,254,0,3,2,0,0,0,9,301
Kineosphaera,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Kineosporia,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,10,26
Kingella,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
Kistimonas,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
Kitasatospora,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,6
Klebsiella,0,0,0,0,12,0,0,0,0,23,1,7,262,13,3,4920,1,0,0,1,32
Klebsormidium,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kleidoceria,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Kloeckera,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klugiella,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kluyvera,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
Knoellia,0,0,0,0,0,0,0,0,0,1,0,94,30,66,5,4,0,0,0,1,771
Kocuria,0,0,0,0,10,0,2,0,0,156,5,1,5,0,8,5,0,0,2,0,68
Koliella,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kordia,0,0,0,0,0,0,0,0,0,231,3,0,0,0,0,0,0,0,0,0,0
Kordiimonas,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0
Kosmotoga,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kouleothrix,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,4,7,0,7,3,19
Kozakia,0,5,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
Kribbella,21,24,6,0,553,0,7,0,9,1,1,1,2,76,1,7,4,0,6,13,506
Kribbia,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
Kriegella,0,0,0,0,0,0,0,0,0,14,0,41,0,0,0,0,0,0,0,0,176
Krokinobacter,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
KSA1,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,3,3,0,4,0,2180
Ktedonobacter,1,39,12,0,1420,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
Kuenenia,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kurthia,0,1,1,0,59,0,0,0,0,0,0,1,0,15,0,7539,0,0,0,1,1
Kushneria,0,0,0,0,0,0,0,0,0,114,0,2,1,0,0,0,0,0,0,0,0
Kutzneria,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0
Kytococcus,0,1,0,0,2,0,0,0,0,9,0,5,0,0,3,0,0,0,0,0,0
